"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-5.321,1.418,"10876",1,500,"-1",101
"2",-0.225,1.885,"10876",1,500,"1",101
"3",-3.442,1.919,"10876",1,500,"-1",100
"4",2.408,2.086,"10876",1,500,"1",100
"5",-3.408,4.6,"10876",1,500,"-1",99
"6",9.019,3.213,"10876",1,500,"1",99
"7",-1.472,3.483,"10876",1,500,"-1",98
"8",8.541,2.403,"10876",1,500,"1",98
"9",1.16,1.489,"10876",1,500,"-1",97
"10",6.05,4.471,"10876",1,500,"1",97
"11",-2.719,3.091,"10876",1,500,"-1",96
"12",5.052,2.341,"10876",1,500,"1",96
"13",-1.824,2.159,"10876",1,500,"-1",95
"14",3.256,1.481,"10876",1,500,"1",95
"15",0.6,4.851,"10876",1,500,"-1",94
"16",12.258,1.34,"10876",1,500,"1",94
"17",-0.927,2.802,"10876",1,500,"-1",93
"18",6.47,1.373,"10876",1,500,"1",93
"19",-13.438,3.024,"10876",1,500,"-1",92
"20",0.225,5.057,"10876",1,500,"1",92
"21",-7.215,1.137,"10876",1,500,"-1",91
"22",-0.831,2.815,"10876",1,500,"1",91
"23",-5.452,1.521,"10876",1,500,"-1",90
"24",2.561,2.655,"10876",1,500,"1",90
"25",-4.815,2.756,"10876",1,500,"-1",89
"26",3.462,3.096,"10876",1,500,"1",89
"27",-0.24,1.839,"10876",1,500,"-1",88
"28",1.774,7.645,"10876",1,500,"1",88
"29",-1.851,6.651,"10876",1,500,"-1",87
"30",0.326,1.446,"10876",1,500,"1",87
"31",-5.653,1.983,"10876",1,500,"-1",86
"32",1.776,2.602,"10876",1,500,"1",86
"33",-5.316,2.536,"10876",1,500,"-1",85
"34",2.153,1.925,"10876",1,500,"1",85
"35",-1.776,3.977,"10876",1,500,"-1",84
"36",7.628,1.884,"10876",1,500,"1",84
"37",0.315,5.001,"10876",1,500,"-1",83
"38",0.334,4.998,"10876",1,500,"1",83
"39",-0.104,0.259,"10876",1,500,"-1",82
"40",1.099,0.452,"10876",1,500,"1",82
"41",-4.966,1.637,"10876",1,500,"-1",81
"42",1.599,2.636,"10876",1,500,"1",81
"43",-8.413,1.389,"10876",1,500,"-1",80
"44",1.373,3.858,"10876",1,500,"1",80
"45",0.648,0.947,"10876",1,500,"-1",79
"46",2.816,0.961,"10876",1,500,"1",79
"47",-4.292,1.347,"10876",1,500,"-1",78
"48",-1.176,1.159,"10876",1,500,"1",78
"49",-3.928,2.654,"10876",1,500,"-1",77
"50",3.171,3.457,"10876",1,500,"1",77
"51",-4.431,2.353,"10876",1,500,"-1",76
"52",2.081,1.952,"10876",1,500,"1",76
"53",-3.026,1.32,"10876",1,500,"-1",75
"54",0.704,1.458,"10876",1,500,"1",75
"55",-2.969,4.131,"10876",1,500,"-1",74
"56",8.134,2.811,"10876",1,500,"1",74
"57",-5.747,2.657,"10876",1,500,"-1",73
"58",2.495,3.511,"10876",1,500,"1",73
"59",-0.718,1.698,"10876",1,500,"-1",72
"60",3.878,1.686,"10876",1,500,"1",72
"61",-8.471,2.491,"10876",1,500,"-1",71
"62",-1.124,1.573,"10876",1,500,"1",71
"63",-5.655,3.783,"10876",1,500,"-1",70
"64",4.584,3.857,"10876",1,500,"1",70
"65",-4.306,2.993,"10876",1,500,"-1",69
"66",1.837,1.435,"10876",1,500,"1",69
"67",-2.963,2.484,"10876",1,500,"-1",68
"68",4.405,2.574,"10876",1,500,"1",68
"69",0.172,1.374,"10876",1,500,"-1",67
"70",3.47,0.976,"10876",1,500,"1",67
"71",-4.765,0.976,"10876",1,500,"-1",66
"72",1.478,2.568,"10876",1,500,"1",66
"73",-1.799,6.957,"10876",1,500,"-1",65
"74",-0.355,1.958,"10876",1,500,"1",65
"75",-5.566,1.648,"10876",1,500,"-1",64
"76",-0.995,1,"10876",1,500,"1",64
"77",-4.563,1.066,"10876",1,500,"-1",63
"78",0.227,2.379,"10876",1,500,"1",63
"79",-7.898,1.724,"10876",1,500,"-1",62
"80",1.41,3.656,"10876",1,500,"1",62
"81",-1.799,0.75,"10876",1,500,"-1",61
"82",-1.036,2.286,"10876",1,500,"1",61
"83",1.946,1.364,"10876",1,500,"-1",60
"84",6.393,1.695,"10876",1,500,"1",60
"85",-4.843,2.132,"10876",1,500,"-1",59
"86",3.022,2.92,"10876",1,500,"1",59
"87",1.031,0.754,"10876",1,500,"-1",58
"88",4.959,1.863,"10876",1,500,"1",58
"89",-2.011,3.017,"10876",1,500,"-1",57
"90",5.482,1.981,"10876",1,500,"1",57
"91",-1.514,0.383,"10876",1,500,"-1",56
"92",-0.166,0.438,"10876",1,500,"1",56
"93",-2.401,4.385,"10876",1,500,"-1",55
"94",-0.924,0.798,"10876",1,500,"1",55
"95",-0.361,5.163,"10876",1,500,"-1",54
"96",-0.29,5.169,"10876",1,500,"1",54
"97",-2.034,0.7,"10876",1,500,"-1",53
"98",0.118,0.786,"10876",1,500,"1",53
"99",-1.823,8.799,"10876",1,500,"-1",52
"100",-0.73,1.49,"10876",1,500,"1",52
"101",-2.027,2.404,"10876",1,500,"-1",51
"102",3.645,2.221,"10876",1,500,"1",51
"103",-1.026,1.195,"10876",1,500,"-1",50
"104",1.611,0.817,"10876",1,500,"1",50
"105",-0.934,1.029,"10876",1,500,"-1",49
"106",1.402,0.96,"10876",1,500,"1",49
"107",-0.994,2.105,"10876",1,500,"-1",48
"108",4.987,1.472,"10876",1,500,"1",48
"109",-4.568,1.416,"10876",1,500,"-1",47
"110",0.548,2.217,"10876",1,500,"1",47
"111",-1.565,2.152,"10876",1,500,"-1",46
"112",4.627,1.693,"10876",1,500,"1",46
"113",-2.25,2.485,"10876",1,500,"-1",45
"114",3.366,1.369,"10876",1,500,"1",45
"115",-1.75,2.942,"10876",1,500,"-1",44
"116",5.031,2.169,"10876",1,500,"1",44
"117",-3.709,2.356,"10876",1,500,"-1",42
"118",2.816,3.033,"10876",1,500,"1",42
"119",-1.487,2.235,"10876",1,500,"-1",41
"120",6.511,1.672,"10876",1,500,"1",41
"121",-3.076,3.096,"10876",1,500,"-1",40
"122",5.495,2.519,"10876",1,500,"1",40
"123",-4.738,3.017,"10876",1,500,"-1",39
"124",4.113,3.458,"10876",1,500,"1",39
"125",-4.812,4.626,"10876",1,500,"-1",38
"126",6.505,3.213,"10876",1,500,"1",38
"127",-7.339,1.534,"10876",1,500,"-1",37
"128",-0.226,2.21,"10876",1,500,"1",37
"129",-0.77,1.873,"10876",1,500,"-1",36
"130",3.49,1.453,"10876",1,500,"1",36
"131",1.055,3.862,"10876",1,500,"-1",35
"132",12.575,2.634,"10876",1,500,"1",35
"133",-2.196,1.723,"10876",1,500,"-1",34
"134",1.645,1.766,"10876",1,500,"1",34
"135",0.402,2.99,"10876",1,500,"-1",33
"136",8.139,1.295,"10876",1,500,"1",33
"137",0.582,3.514,"10876",1,500,"-1",32
"138",0.964,1.218,"10876",1,500,"1",32
"139",-1.115,3.275,"10876",1,500,"-1",31
"140",-0.446,1.219,"10876",1,500,"1",31
"141",-2.875,1.932,"10876",1,500,"-1",30
"142",3.512,6.382,"10876",1,500,"1",30
"143",-0.886,1.472,"10876",1,500,"-1",29
"144",1.175,5.779,"10876",1,500,"1",29
"145",-2.036,0.735,"10876",1,500,"-1",28
"146",0.191,0.99,"10876",1,500,"1",28
"147",-1.839,1.944,"10876",1,500,"-1",27
"148",4.875,2.772,"10876",1,500,"1",27
"149",-2.11,3.923,"10876",1,500,"-1",26
"150",9.27,4.313,"10876",1,500,"1",26
"151",-1.287,5.718,"10876",1,500,"-1",25
"152",-0.302,1.173,"10876",1,500,"1",25
"153",-2.511,15.546,"10876",1,500,"-1",24
"154",25.825,2.793,"10876",1,500,"1",24
