"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-2.388,5.362,"11286",1,500,"-1",40
"2",7.885,3.418,"11286",1,500,"1",40
"3",-0.708,0.15,"11286",1,500,"-1",39
"4",-0.216,0.146,"11286",1,500,"1",39
"5",-1.633,1.596,"11286",1,500,"-1",38
"6",3.385,1.709,"11286",1,500,"1",38
"7",-7.239,2.47,"11286",1,500,"-1",37
"8",0.594,1.783,"11286",1,500,"1",37
"9",-3.346,1.156,"11286",1,500,"-1",36
"10",-0.754,0.481,"11286",1,500,"1",36
"11",-4.027,0.747,"11286",1,500,"-1",35
"12",-0.356,1.367,"11286",1,500,"1",35
"13",-1.31,1.773,"11286",1,500,"-1",34
"14",2.048,1.252,"11286",1,500,"1",34
"15",-3.739,2.016,"11286",1,500,"-1",33
"16",2.054,2.152,"11286",1,500,"1",33
"17",-5.176,0.61,"11286",1,500,"-1",32
"18",-0.636,1.624,"11286",1,500,"1",32
"19",-4.231,2.255,"11286",1,500,"-1",31
"20",2.359,3.238,"11286",1,500,"1",31
"21",-6.35,6.465,"11286",1,500,"-1",30
"22",10.405,3.365,"11286",1,500,"1",30
"23",-3.265,2.164,"11286",1,500,"-1",29
"24",2.741,2.423,"11286",1,500,"1",29
"25",-2.201,1.685,"11286",1,500,"-1",28
"26",4.753,1.883,"11286",1,500,"1",28
"27",-4.003,2.072,"11286",1,500,"-1",27
"28",3.579,1.715,"11286",1,500,"1",27
"29",-1.324,1.547,"11286",1,500,"-1",26
"30",3.379,1.364,"11286",1,500,"1",26
"31",-5.352,1.226,"11286",1,500,"-1",25
"32",-0.615,1.526,"11286",1,500,"1",25
"33",-2.74,1.999,"11286",1,500,"-1",24
"34",1.919,1.415,"11286",1,500,"1",24
"35",-4.408,2.826,"11286",1,500,"-1",23
"36",2.302,1.681,"11286",1,500,"1",23
"37",-2.429,3.074,"11286",1,500,"-1",22
"38",6.275,2.401,"11286",1,500,"1",22
"39",-4.483,2.115,"11286",1,500,"-1",21
"40",1.894,2.791,"11286",1,500,"1",21
"41",-2.375,1.652,"11286",1,500,"-1",20
"42",3.946,2.146,"11286",1,500,"1",20
"43",-7.994,1.957,"11286",1,500,"-1",19
"44",0.096,2.458,"11286",1,500,"1",19
"45",-5.33,2.205,"11286",1,500,"-1",18
"46",1.898,3.906,"11286",1,500,"1",18
"47",-4.547,2.314,"11286",1,500,"-1",17
"48",2.574,2.95,"11286",1,500,"1",17
"49",-1.078,2.404,"11286",1,500,"-1",16
"50",6.15,1.587,"11286",1,500,"1",16
"51",-2.674,1.205,"11286",1,500,"-1",15
"52",0.476,0.815,"11286",1,500,"1",15
"53",-1,0,"11286",1,500,"-1",14
"54",-0.333,1.374,"11286",1,500,"1",14
"55",-0.56,1.169,"11286",1,500,"-1",13
"56",1.855,0.764,"11286",1,500,"1",13
"57",-6.754,2.663,"11286",1,500,"-1",12
"58",1.182,2.737,"11286",1,500,"1",12
"59",-3.985,0.932,"11286",1,500,"-1",11
"60",-0.394,1.719,"11286",1,500,"1",11
"61",-0.754,0.859,"11286",1,500,"-1",10
"62",2.486,0.712,"11286",1,500,"1",10
"63",-1.914,2.124,"11286",1,500,"-1",9
"64",3.061,1.271,"11286",1,500,"1",9
"65",-0.392,0.292,"11286",1,500,"-1",8
"66",0.588,3.532,"11286",1,500,"1",8
"67",-11.454,3.181,"11286",1,500,"-1",7
"68",-1.206,3.953,"11286",1,500,"1",7
"69",-1.748,2.543,"11286",1,500,"-1",6
"70",5.892,2.678,"11286",1,500,"1",6
"71",0.148,0.867,"11286",1,500,"-1",5
"72",2.533,0.141,"11286",1,500,"1",5
"73",-5.114,1.153,"11286",1,500,"-1",4
"74",-0.407,2.535,"11286",1,500,"1",4
"75",-2.234,2.506,"11286",1,500,"-1",3
"76",-2.225,8.42,"11286",1,500,"1",3
"77",-5.902,2.416,"11286",1,500,"-1",2
"78",2.579,2.922,"11286",1,500,"1",2
"79",-1.482,3.154,"11286",1,500,"-1",1
"80",6.789,2.821,"11286",1,500,"1",1
