"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-1.522,1.359,"10901",1,20,"-1"
"2",1.177,1.286,"10901",1,20,"1"
"3",-0.581,1.057,"10901",2,20,"-1"
"4",2.073,1.229,"10901",2,20,"1"
"5",-0.821,0.868,"10901",3,20,"-1"
"6",1.043,1.583,"10901",3,20,"1"
