"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-2.381,5.23,"10639",1,500,"-1",56
"2",-0.249,1.009,"10639",1,500,"1",56
"3",-0.511,5.377,"10639",1,500,"-1",55
"4",-0.254,1.597,"10639",1,500,"1",55
"5",-1.894,1.933,"10639",1,500,"-1",54
"6",5.672,1.967,"10639",1,500,"1",54
"7",-2.517,2.891,"10639",1,500,"-1",53
"8",5.826,2.19,"10639",1,500,"1",53
"9",-4.673,2.402,"10639",1,500,"-1",52
"10",1.32,2.921,"10639",1,500,"1",52
"11",-0.616,2.62,"10639",1,500,"-1",51
"12",4.775,1.405,"10639",1,500,"1",51
"13",-0.845,2.797,"10639",1,500,"-1",50
"14",-0.023,10.015,"10639",1,500,"1",50
"15",-1.075,9.312,"10639",1,500,"-1",49
"16",-0.658,1.626,"10639",1,500,"1",49
"17",-2.354,1.241,"10639",1,500,"-1",48
"18",1.412,1.283,"10639",1,500,"1",48
"19",-4.052,0.949,"10639",1,500,"-1",47
"20",-0.311,1.232,"10639",1,500,"1",47
"21",-2.266,2.156,"10639",1,500,"-1",45
"22",4.519,1.938,"10639",1,500,"1",45
"23",-0.56,0.197,"10639",1,500,"-1",44
"24",-0.078,0.086,"10639",1,500,"1",44
"25",-5.31,1.644,"10639",1,500,"-1",43
"26",1.222,2.333,"10639",1,500,"1",43
"27",-3.344,1.423,"10639",1,500,"-1",42
"28",1.028,1.541,"10639",1,500,"1",42
"29",-3.433,1.348,"10639",1,500,"-1",41
"30",1.06,1.167,"10639",1,500,"1",41
"31",-4.84,2.736,"10639",1,500,"-1",40
"32",3.219,2.153,"10639",1,500,"1",40
"33",-3.446,1.311,"10639",1,500,"-1",39
"34",0.724,1.844,"10639",1,500,"1",39
"35",1.128,0.637,"10639",1,500,"-1",38
"36",2.845,0.648,"10639",1,500,"1",38
"37",-2.108,2.347,"10639",1,500,"-1",36
"38",4.87,2.297,"10639",1,500,"1",36
"39",-0.668,1.455,"10639",1,500,"-1",35
"40",0.579,6.581,"10639",1,500,"1",35
"41",-3.329,2.248,"10639",1,500,"-1",33
"42",3.821,2.295,"10639",1,500,"1",33
"43",-1.589,2.475,"10639",1,500,"-1",32
"44",5.107,1.085,"10639",1,500,"1",32
"45",-3.322,1.236,"10639",1,500,"-1",31
"46",1.168,1.469,"10639",1,500,"1",31
"47",-2.594,0.502,"10639",1,500,"-1",30
"48",-0.404,0.5,"10639",1,500,"1",30
"49",-2.818,2.716,"10639",1,500,"-1",29
"50",4.31,2.395,"10639",1,500,"1",29
"51",1.113,0.919,"10639",1,500,"-1",28
"52",4.221,0.302,"10639",1,500,"1",28
"53",-4.101,5.686,"10639",1,500,"-1",27
"54",0.153,1.766,"10639",1,500,"1",27
"55",-4.502,2.062,"10639",1,500,"-1",26
"56",1.456,2.252,"10639",1,500,"1",26
"57",-5.314,0.871,"10639",1,500,"-1",25
"58",-1.777,0.782,"10639",1,500,"1",25
"59",-1.332,1.145,"10639",1,500,"-1",24
"60",2.749,0.993,"10639",1,500,"1",24
"61",-5.562,1.983,"10639",1,500,"-1",23
"62",2.146,2.875,"10639",1,500,"1",23
"63",-0.879,1.358,"10639",1,500,"-1",22
"64",2.88,1.054,"10639",1,500,"1",22
"65",0.976,0.765,"10639",1,500,"-1",21
"66",3.643,0.746,"10639",1,500,"1",21
"67",-8.72,1.393,"10639",1,500,"-1",20
"68",-2.095,1.932,"10639",1,500,"1",20
"69",-1.494,2.223,"10639",1,500,"-1",19
"70",3.073,1.604,"10639",1,500,"1",19
"71",-0.711,1.302,"10639",1,500,"-1",18
"72",0.698,7.14,"10639",1,500,"1",18
"73",-2.562,2.541,"10639",1,500,"-1",17
"74",4.324,1.851,"10639",1,500,"1",17
"75",-2.809,0.883,"10639",1,500,"-1",16
"76",1.203,1.615,"10639",1,500,"1",16
"77",-1.574,0.324,"10639",1,500,"-1",15
"78",-0.303,0.367,"10639",1,500,"1",15
"79",-3.826,0.108,"10639",1,500,"-1",14
"80",0.594,1.454,"10639",1,500,"1",14
"81",-8.024,1.632,"10639",1,500,"-1",13
"82",-0.637,2.497,"10639",1,500,"1",13
"83",-8.985,2.308,"10639",1,500,"-1",12
"84",1.479,3.044,"10639",1,500,"1",12
"85",0.074,1.025,"10639",1,500,"-1",11
"86",4.261,1.648,"10639",1,500,"1",11
"87",-0.542,3.06,"10639",1,500,"-1",10
"88",2.313,0.858,"10639",1,500,"1",10
"89",-3.988,1.464,"10639",1,500,"-1",9
"90",2.068,2.611,"10639",1,500,"1",9
"91",-3.267,3.201,"10639",1,500,"-1",8
"92",4.385,2.253,"10639",1,500,"1",8
"93",-1.942,2.201,"10639",1,500,"-1",7
"94",5.614,1.976,"10639",1,500,"1",7
"95",-1.384,1.01,"10639",1,500,"-1",6
"96",2.985,1.535,"10639",1,500,"1",6
"97",-0.808,3.004,"10639",1,500,"-1",5
"98",-0.314,0.901,"10639",1,500,"1",5
"99",-4.501,2.829,"10639",1,500,"-1",4
"100",4.002,2.603,"10639",1,500,"1",4
"101",-4.37,3.259,"10639",1,500,"-1",3
"102",9.094,2.17,"10639",1,500,"1",3
"103",-2.854,1.987,"10639",1,500,"-1",2
"104",5.48,2.578,"10639",1,500,"1",2
"105",-1.876,2.847,"10639",1,500,"-1",1
"106",5.492,1.853,"10639",1,500,"1",1
