"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.919745136636114,0.0802548633638857,0.0945508427173851,0.905449157282615,"11462",1,20,"sign"
"2",0.794145420207743,0.205854579792257,0.187660668380463,0.812339331619537,"11462",1,20,"gaussian"
"3",0.951365037501451,0.0486349624985492,0.107534674616933,0.892465325383067,"11462",2,20,"sign"
"4",0.799005681818182,0.200994318181818,0.182462927143778,0.817537072856222,"11462",2,20,"gaussian"
"5",0.884959855557415,0.115040144442585,0.0592292034364035,0.940770796563596,"11462",3,20,"sign"
"6",0.785542168674699,0.214457831325301,0.191603875134553,0.808396124865447,"11462",3,20,"gaussian"
"7",0.904211629762459,0.0957883702375411,0.102427029523582,0.897572970476418,"11462",4,20,"sign"
"8",0.802469135802469,0.197530864197531,0.167636786961583,0.832363213038417,"11462",4,20,"gaussian"
"9",0.957850171950599,0.0421498280494005,0.136905265092314,0.863094734907686,"11462",5,20,"sign"
"10",0.677777777777778,0.322222222222222,0.194630872483221,0.805369127516778,"11462",5,20,"gaussian"
