"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-1.866,4.802,"9462",1,500,"-1",43
"2",7.03,3.779,"9462",1,500,"1",43
"3",-5.714,1.793,"9462",1,500,"-1",42
"4",1.353,2.295,"9462",1,500,"1",42
"5",-2.994,2.211,"9462",1,500,"-1",41
"6",5.943,4.291,"9462",1,500,"1",41
"7",-2.358,2.16,"9462",1,500,"-1",40
"8",5.257,3.041,"9462",1,500,"1",40
"9",-0.646,1.364,"9462",1,500,"-1",39
"10",3.087,0.89,"9462",1,500,"1",39
"11",-3.521,2.387,"9462",1,500,"-1",38
"12",2.513,2.539,"9462",1,500,"1",38
"13",-0.283,1.217,"9462",1,500,"-1",37
"14",0.437,4.214,"9462",1,500,"1",37
"15",-4.311,0.453,"9462",1,500,"-1",36
"16",-1.44,0.976,"9462",1,500,"1",36
"17",-2.859,1.966,"9462",1,500,"-1",35
"18",1.749,1.749,"9462",1,500,"1",35
"19",-3.408,2.015,"9462",1,500,"-1",34
"20",4.111,1.797,"9462",1,500,"1",34
"21",-0.597,0.968,"9462",1,500,"-1",33
"22",2.847,1.869,"9462",1,500,"1",33
"23",-5.342,1.091,"9462",1,500,"-1",32
"24",0.459,2.429,"9462",1,500,"1",32
"25",-0.143,0.373,"9462",1,500,"-1",31
"26",1.224,0.447,"9462",1,500,"1",31
"27",-3.792,1.005,"9462",1,500,"-1",30
"28",0.41,1.519,"9462",1,500,"1",30
"29",-0.172,2.543,"9462",1,500,"-1",29
"30",5.793,0.977,"9462",1,500,"1",29
"31",-6.436,2.108,"9462",1,500,"-1",28
"32",2.338,3.297,"9462",1,500,"1",28
"33",-0.489,3.082,"9462",1,500,"-1",27
"34",8.914,2.902,"9462",1,500,"1",27
"35",-7.186,2.703,"9462",1,500,"-1",26
"36",2.21,1.509,"9462",1,500,"1",26
"37",-0.522,0.64,"9462",1,500,"-1",25
"38",2.12,0.566,"9462",1,500,"1",25
"39",-4.847,2.022,"9462",1,500,"-1",24
"40",2.952,3.923,"9462",1,500,"1",24
"41",-2.807,2.268,"9462",1,500,"-1",23
"42",3.351,2.516,"9462",1,500,"1",23
"43",-3.759,3.189,"9462",1,500,"-1",22
"44",7.747,1.753,"9462",1,500,"1",22
"45",-2.183,1.394,"9462",1,500,"-1",21
"46",1.193,1.087,"9462",1,500,"1",21
"47",-1.414,1.508,"9462",1,500,"-1",20
"48",-0.614,0.563,"9462",1,500,"1",20
"49",-3.104,1.862,"9462",1,500,"-1",19
"50",1.367,1.291,"9462",1,500,"1",19
"51",0.084,1.986,"9462",1,500,"-1",18
"52",3.596,5.581,"9462",1,500,"1",18
"53",-4.444,1.62,"9462",1,500,"-1",17
"54",2.269,2.788,"9462",1,500,"1",17
"55",-5.977,1.976,"9462",1,500,"-1",16
"56",1.43,4.576,"9462",1,500,"1",16
"57",-6.891,1.163,"9462",1,500,"-1",15
"58",0.923,3.109,"9462",1,500,"1",15
"59",-2.753,2.7,"9462",1,500,"-1",14
"60",3.409,1.449,"9462",1,500,"1",14
"61",-0.568,3.114,"9462",1,500,"-1",13
"62",7.078,1.971,"9462",1,500,"1",13
"63",0.043,1.199,"9462",1,500,"-1",12
"64",4.261,1.429,"9462",1,500,"1",12
"65",-1.047,0.396,"9462",1,500,"-1",11
"66",0.338,0.44,"9462",1,500,"1",11
"67",-1.692,1.262,"9462",1,500,"-1",9
"68",2.543,1.432,"9462",1,500,"1",9
"69",-4.102,1.501,"9462",1,500,"-1",8
"70",0.378,1.48,"9462",1,500,"1",8
"71",-3.595,3.142,"9462",1,500,"-1",7
"72",4.91,2.647,"9462",1,500,"1",7
"73",-1.471,1.284,"9462",1,500,"-1",6
"74",1.784,4.627,"9462",1,500,"1",6
"75",-4.049,1.571,"9462",1,500,"-1",5
"76",0.78,2.445,"9462",1,500,"1",5
"77",-7.386,1.933,"9462",1,500,"-1",4
"78",0.236,3.455,"9462",1,500,"1",4
"79",-2.779,1.496,"9462",1,500,"-1",3
"80",1.283,1.408,"9462",1,500,"1",3
"81",-1.703,5.039,"9462",1,500,"-1",2
"82",8.657,3.556,"9462",1,500,"1",2
