"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-2.701,2.623,"9808",1,500,"-1",70
"2",3.858,1.867,"9808",1,500,"1",70
"3",-0.635,1.866,"9808",1,500,"-1",69
"4",5.421,1.564,"9808",1,500,"1",69
"5",-1.166,1.935,"9808",1,500,"-1",68
"6",4.999,0.876,"9808",1,500,"1",68
"7",-2.685,3.123,"9808",1,500,"-1",67
"8",5.455,1.54,"9808",1,500,"1",67
"9",0.293,0.266,"9808",1,500,"-1",66
"10",1.544,0.612,"9808",1,500,"1",66
"11",-0.769,1.287,"9808",1,500,"-1",64
"12",2.421,1.046,"9808",1,500,"1",64
"13",-2.253,0.894,"9808",1,500,"-1",63
"14",1.586,1.453,"9808",1,500,"1",63
"15",-3.836,1.796,"9808",1,500,"-1",62
"16",0.998,1.368,"9808",1,500,"1",62
"17",-2.883,2.202,"9808",1,500,"-1",61
"18",4.463,2.126,"9808",1,500,"1",61
"19",0.109,1.599,"9808",1,500,"-1",60
"20",6.778,2.333,"9808",1,500,"1",60
"21",-1.135,1.257,"9808",1,500,"-1",59
"22",3.504,1.485,"9808",1,500,"1",59
"23",-0.47,0.86,"9808",1,500,"-1",58
"24",4.726,2.309,"9808",1,500,"1",58
"25",-0.07,1.013,"9808",1,500,"-1",57
"26",2.968,0.853,"9808",1,500,"1",57
"27",0.393,1.352,"9808",1,500,"-1",56
"28",1.494,4.979,"9808",1,500,"1",56
"29",-3.026,3.031,"9808",1,500,"-1",55
"30",4.436,1.239,"9808",1,500,"1",55
"31",-4.941,1.341,"9808",1,500,"-1",54
"32",2.21,1.77,"9808",1,500,"1",54
"33",-0.253,2.664,"9808",1,500,"-1",53
"34",7.663,1.57,"9808",1,500,"1",53
"35",-3.366,2.28,"9808",1,500,"-1",52
"36",1.947,1.904,"9808",1,500,"1",52
"37",0.148,0.867,"9808",1,500,"-1",51
"38",2.533,0.141,"9808",1,500,"1",51
"39",-0.413,5.063,"9808",1,500,"-1",50
"40",1.766,0.897,"9808",1,500,"1",50
"41",2.233,1.189,"9808",1,500,"-1",49
"42",5.355,0.74,"9808",1,500,"1",49
"43",-1.504,1.773,"9808",1,500,"-1",48
"44",3.587,1.483,"9808",1,500,"1",48
"45",-2.229,1.752,"9808",1,500,"-1",47
"46",1.801,1.215,"9808",1,500,"1",47
"47",-2.12,1.946,"9808",1,500,"-1",46
"48",2.017,1.654,"9808",1,500,"1",46
"49",-2.015,1.396,"9808",1,500,"-1",44
"50",1.319,1.581,"9808",1,500,"1",44
"51",-1.871,1.998,"9808",1,500,"-1",43
"52",3.549,2.506,"9808",1,500,"1",43
"53",-1.079,1.055,"9808",1,500,"-1",42
"54",1.822,0.931,"9808",1,500,"1",42
"55",-2.124,3.297,"9808",1,500,"-1",41
"56",-1.21,0.815,"9808",1,500,"1",41
"57",-6.026,1.803,"9808",1,500,"-1",40
"58",2.059,3.683,"9808",1,500,"1",40
"59",-4.907,1.878,"9808",1,500,"-1",39
"60",0.463,2.583,"9808",1,500,"1",39
"61",-5.465,1.948,"9808",1,500,"-1",38
"62",0.14,1.652,"9808",1,500,"1",38
"63",-6.124,2.364,"9808",1,500,"-1",37
"64",2.835,3.129,"9808",1,500,"1",37
"65",1.271,0.731,"9808",1,500,"-1",36
"66",4.976,1.079,"9808",1,500,"1",36
"67",-5.613,2.121,"9808",1,500,"-1",35
"68",1.826,3.471,"9808",1,500,"1",35
"69",-3.451,1.99,"9808",1,500,"-1",34
"70",2.745,2.248,"9808",1,500,"1",34
"71",-11.49,2.391,"9808",1,500,"-1",33
"72",3.21,3.714,"9808",1,500,"1",33
"73",-1.938,2.766,"9808",1,500,"-1",32
"74",6.078,2.794,"9808",1,500,"1",32
"75",0.635,0.86,"9808",1,500,"-1",31
"76",2.553,2.771,"9808",1,500,"1",31
"77",-3.056,0.911,"9808",1,500,"-1",30
"78",-0.69,0.727,"9808",1,500,"1",30
"79",-2.198,2.21,"9808",1,500,"-1",29
"80",3.935,2.103,"9808",1,500,"1",29
"81",-1.581,1.299,"9808",1,500,"-1",28
"82",3.045,1.969,"9808",1,500,"1",28
"83",-3.172,2.306,"9808",1,500,"-1",27
"84",3.084,2.477,"9808",1,500,"1",27
"85",-5.782,1.683,"9808",1,500,"-1",26
"86",0.34,2.82,"9808",1,500,"1",26
