"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.156,1.086,"9496",1,20,"-1"
"2",0.038,3.408,"9496",1,20,"1"
"3",-0.668,1.195,"9496",2,20,"-1"
"4",1.99,1.229,"9496",2,20,"1"
"5",0.002,2.227,"9496",3,20,"-1"
"6",0.012,0.786,"9496",3,20,"1"
"7",-0.17,0.615,"9496",4,20,"-1"
"8",1.293,1.847,"9496",4,20,"1"
"9",-0.187,2.166,"9496",5,20,"-1"
"10",0.053,0.739,"9496",5,20,"1"
"11",-0.368,0.916,"9496",6,20,"-1"
"12",1.775,1.001,"9496",6,20,"1"
