"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-1.758,2.727,"9737",1,500,"-1",29
"2",4.261,1.225,"9737",1,500,"1",29
"3",-4.467,0.769,"9737",1,500,"-1",28
"4",-0.08,1.156,"9737",1,500,"1",28
"5",-1.822,1.409,"9737",1,500,"-1",27
"6",1.392,3.587,"9737",1,500,"1",27
"7",-4.205,2.461,"9737",1,500,"-1",26
"8",0.819,1.685,"9737",1,500,"1",26
"9",-2.703,0.733,"9737",1,500,"-1",25
"10",0.722,1.134,"9737",1,500,"1",25
"11",-2.826,0.911,"9737",1,500,"-1",24
"12",0.089,0.899,"9737",1,500,"1",24
"13",-0.528,2.435,"9737",1,500,"-1",23
"14",6.932,2.204,"9737",1,500,"1",23
"15",1.984,1.327,"9737",1,500,"-1",22
"16",6.446,1.378,"9737",1,500,"1",22
"17",-0.08,1.019,"9737",1,500,"-1",20
"18",4.027,1.792,"9737",1,500,"1",20
"19",-2.972,1.256,"9737",1,500,"-1",19
"20",1.231,0.904,"9737",1,500,"1",19
"21",0.729,0.885,"9737",1,500,"-1",18
"22",1.887,3.881,"9737",1,500,"1",18
"23",-2.699,4.306,"9737",1,500,"-1",16
"24",0.129,0.912,"9737",1,500,"1",16
"25",-3.877,1.206,"9737",1,500,"-1",15
"26",0.918,2.231,"9737",1,500,"1",15
"27",-4.43,2.836,"9737",1,500,"-1",14
"28",3.058,2.207,"9737",1,500,"1",14
"29",-1.796,0.94,"9737",1,500,"-1",13
"30",0.743,1.063,"9737",1,500,"1",13
"31",-4.472,2.006,"9737",1,500,"-1",12
"32",1.348,1.734,"9737",1,500,"1",12
"33",-0.672,0.587,"9737",1,500,"-1",11
"34",1.55,0.93,"9737",1,500,"1",11
"35",-1.277,1.901,"9737",1,500,"-1",10
"36",3,0,"9737",1,500,"1",10
"37",-1.242,1.359,"9737",1,500,"-1",9
"38",3.487,1.52,"9737",1,500,"1",9
"39",-0.836,0.718,"9737",1,500,"-1",8
"40",0.678,0.707,"9737",1,500,"1",8
"41",-9.506,2.372,"9737",1,500,"-1",7
"42",-0.122,3.907,"9737",1,500,"1",7
"43",-2.107,7.698,"9737",1,500,"-1",6
"44",1.113,2.341,"9737",1,500,"1",6
"45",-0.479,1.025,"9737",1,500,"-1",5
"46",2.129,0.39,"9737",1,500,"1",5
"47",-3.011,1.85,"9737",1,500,"-1",4
"48",1.796,1.349,"9737",1,500,"1",4
"49",-0.203,1.332,"9737",1,500,"-1",3
"50",2.884,1.044,"9737",1,500,"1",3
"51",-8.636,2.714,"9737",1,500,"-1",2
"52",-0.564,2.168,"9737",1,500,"1",2
"53",-3.46,0.703,"9737",1,500,"-1",1
"54",-1.171,0.741,"9737",1,500,"1",1
