"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.105,1.181,"11357",1,20,"-1"
"2",0.247,3.46,"11357",1,20,"1"
"3",-0.098,0.918,"11357",2,20,"-1"
"4",0.237,2.388,"11357",2,20,"1"
"5",-1.285,1.206,"11357",3,20,"-1"
"6",0.997,1.165,"11357",3,20,"1"
"7",-2.581,1.762,"11357",4,20,"-1"
"8",0.471,1.287,"11357",4,20,"1"
"9",-0.574,0.465,"11357",5,20,"-1"
"10",0.643,1.107,"11357",5,20,"1"
