"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.92845849955823,0.0715415004417705,0.10013533182106,0.89986466817894,"10409",1,20,"sign"
"2",0.824063022201003,0.175936977798997,0.175936977798997,0.824063022201003,"10409",1,20,"gaussian"
"3",0.900108695866929,0.0998913041330713,0.0885611316004715,0.911438868399529,"10409",2,20,"sign"
"4",0.789719626168224,0.210280373831776,0.201117318435754,0.798882681564246,"10409",2,20,"gaussian"
"5",0.962710100834188,0.0372898991658119,0.10966333476789,0.89033666523211,"10409",3,20,"sign"
"6",0.802098950524738,0.197901049475262,0.185393258426966,0.814606741573034,"10409",3,20,"gaussian"
"7",0.906114778098242,0.0938852219017578,0.0780204477464316,0.921979552253568,"10409",4,20,"sign"
"8",0.771739130434783,0.228260869565217,0.16600790513834,0.83399209486166,"10409",4,20,"gaussian"
"9",0.947947237874098,0.0520527621259017,0.136890949374002,0.863109050625998,"10409",5,20,"sign"
"10",0.801075268817204,0.198924731182796,0.168888888888889,0.831111111111111,"10409",5,20,"gaussian"
"11",0.934131510685195,0.0658684893148045,0.150874239342872,0.849125760657128,"10409",6,20,"sign"
"12",0.761904761904762,0.238095238095238,0.158371040723982,0.841628959276018,"10409",6,20,"gaussian"
"13",0.905498847639171,0.094501152360829,0.161246227796278,0.838753772203722,"10409",7,20,"sign"
"14",0.80952380952381,0.19047619047619,0.25,0.75,"10409",7,20,"gaussian"
"15",0.920208190240515,0.0797918097594851,0.1280706506404,0.8719293493596,"10409",8,20,"sign"
"16",0.81651376146789,0.18348623853211,0.266666666666667,0.733333333333333,"10409",8,20,"gaussian"
