"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.950855083743224,0.049144916256776,0.0975930400365217,0.902406959963478,"11036",1,20,"sign"
"2",0.812810763381106,0.187189236618894,0.182596291012839,0.817403708987161,"11036",1,20,"gaussian"
"3",0.914652482571313,0.0853475174286871,0.106329819525027,0.893670180474973,"11036",2,20,"sign"
"4",0.772073921971253,0.227926078028747,0.209039548022599,0.790960451977401,"11036",2,20,"gaussian"
"5",0.918267084242085,0.081732915757915,0.0718496820740196,0.92815031792598,"11036",3,20,"sign"
"6",0.81,0.19,0.190635451505017,0.809364548494983,"11036",3,20,"gaussian"
"7",0.944529773101079,0.0554702268989209,0.12559045054928,0.87440954945072,"11036",4,20,"sign"
"8",0.770642201834862,0.229357798165138,0.130208333333333,0.869791666666667,"11036",4,20,"gaussian"
"9",0.846820760146463,0.153179239853537,0.0281515067619471,0.971848493238053,"11036",5,20,"sign"
"10",0.756756756756757,0.243243243243243,0.142857142857143,0.857142857142857,"11036",5,20,"gaussian"
"11",0.942269112127116,0.0577308878728842,0.125869807998713,0.874130192001287,"11036",6,20,"sign"
"12",0.777777777777778,0.222222222222222,0.171779141104294,0.828220858895706,"11036",6,20,"gaussian"
"13",0.958874493802927,0.0411255061970734,0.113546611474256,0.886453388525744,"11036",7,20,"sign"
"14",0.76530612244898,0.23469387755102,0.157534246575342,0.842465753424658,"11036",7,20,"gaussian"
"15",0.931697468689247,0.0683025313107528,0.125838031638945,0.874161968361055,"11036",8,20,"sign"
"16",0.801418439716312,0.198581560283688,0.231404958677686,0.768595041322314,"11036",8,20,"gaussian"
