"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.179,1.043,"10859",1,20,"-1"
"2",0.212,3.102,"10859",1,20,"1"
"3",-0.143,0.932,"10859",2,20,"-1"
"4",0.521,2.264,"10859",2,20,"1"
"5",-0.887,0.943,"10859",3,20,"-1"
"6",1.059,0.83,"10859",3,20,"1"
"7",-0.838,0.918,"10859",4,20,"-1"
"8",1.225,0.907,"10859",4,20,"1"
"9",0.171,0.835,"10859",5,20,"-1"
"10",0.222,2.109,"10859",5,20,"1"
