"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.518,0.951,"10988",1,20,"-1"
"2",0.55,2.635,"10988",1,20,"1"
"3",-0.16,0.817,"10988",2,20,"-1"
"4",0.929,2.78,"10988",2,20,"1"
