"","sample","shape","BetaSigma","Ra","Rq","Rv","Rp","Rx","Rsk","Rku","RzJIS"
"1","10877",1,20,1.60783792912257,2.1217690226379,9.46659990500641,9.35708445969143,18.8236843646978,-0.137118587442115,4.05262442278591,17.4235701908828
"2","10877",2,20,1.62606427353278,2.16630056960953,8.48528137423857,9.89949493661167,18.3847763108502,0.2994760429393,4.20879555936511,16.9123497667359
"3","10877",3,20,1.34668926163452,1.9061068730105,7.77817459305202,9,16.778174593052,0.611992879009392,6.14650750224836,15.7020930048602
"4","10877",4,20,1.41407397105092,1.8600147212354,7.5233524176946,6.64078308635356,14.1641355040482,-0.373854535668767,4.03301203227343,12.3322005817397
"5","10877",5,20,1.08431311035682,1.4716098536984,5.37587202228628,5.31645613941774,10.692328161704,-0.165206015988075,4.16063155929247,9.2972541728308
"6","10877",6,20,1.32471963276666,1.72170165924825,5.42860487507427,4.71331991438992,10.1419247894642,0.111256407429376,3.20677790822333,9.06969273603001
"7","10877",7,20,1.17655999180968,1.54913100781148,5,5,10,-0.0423509422339336,3.49525922500828,8.18202305114258
"8","10877",8,20,1.32674752750163,1.75824480509735,5.37320082713396,5.87071942223889,11.2439202493729,0.669814009209438,4.02450214857798,10.1953485297007
"9","10877",9,20,1.18797797586555,1.56523851871748,5.24109455790951,4.52313639929178,9.7642309572013,0.226484869051903,3.75931632509373,8.35041556683641
"10","10877",10,20,1.14553391601604,1.5302162904963,3.83081704544459,4.6096399520792,8.4404569975238,0.241410648341102,3.44487199110899,7.76786066783376
"11","10877",11,20,1.04333779055836,1.4004877141554,4.43760156980187,3,7.43760156980187,-0.83753352515171,3.49319617435669,6.76179623045642
"12","10877",12,20,1.2239064500801,1.59680537877652,4.20987849267377,5.12147519731582,9.33135368998959,0.630917302776273,3.39200769305491,8.04064196427313
