"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-2.036,1.686,"9741",1,500,"-1",47
"2",1.862,6.264,"9741",1,500,"1",47
"3",-6.298,1.153,"9741",1,500,"-1",46
"4",-2.435,1.207,"9741",1,500,"1",46
"5",-4.015,1.504,"9741",1,500,"-1",45
"6",1.207,1.348,"9741",1,500,"1",45
"7",-6.837,1.288,"9741",1,500,"-1",44
"8",0.834,2.676,"9741",1,500,"1",44
"9",-2.969,2.32,"9741",1,500,"-1",43
"10",3.572,2.591,"9741",1,500,"1",43
"11",-5.522,3.895,"9741",1,500,"-1",42
"12",3.876,2.655,"9741",1,500,"1",42
"13",-1.563,1.769,"9741",1,500,"-1",41
"14",2.762,1.175,"9741",1,500,"1",41
"15",-6.299,2.287,"9741",1,500,"-1",40
"16",0.642,1.692,"9741",1,500,"1",40
"17",-4.804,0.988,"9741",1,500,"-1",39
"18",0.378,1.647,"9741",1,500,"1",39
"19",-4.916,2.115,"9741",1,500,"-1",38
"20",1.627,2.179,"9741",1,500,"1",38
"21",0.476,2.006,"9741",1,500,"-1",37
"22",4.769,6.098,"9741",1,500,"1",37
"23",-1.962,3.711,"9741",1,500,"-1",36
"24",6.981,2.754,"9741",1,500,"1",36
"25",-0.664,2.419,"9741",1,500,"-1",35
"26",3.52,0.64,"9741",1,500,"1",35
"27",-0.976,0.747,"9741",1,500,"-1",34
"28",1.587,1.537,"9741",1,500,"1",34
"29",-0.5,2.311,"9741",1,500,"-1",33
"30",1.859,8.12,"9741",1,500,"1",33
"31",-0.503,3.403,"9741",1,500,"-1",32
"32",6.85,1.254,"9741",1,500,"1",32
"33",-4.836,2.224,"9741",1,500,"-1",31
"34",3.155,2.08,"9741",1,500,"1",31
"35",-1.154,2.709,"9741",1,500,"-1",30
"36",5.27,2.343,"9741",1,500,"1",30
"37",-0.678,0.162,"9741",1,500,"-1",29
"38",-0.188,0.135,"9741",1,500,"1",29
"39",-3.41,3.017,"9741",1,500,"-1",28
"40",4.695,3.016,"9741",1,500,"1",28
"41",-1.34,0.993,"9741",1,500,"-1",27
"42",0.844,5.238,"9741",1,500,"1",27
"43",-1.48,4.901,"9741",1,500,"-1",26
"44",9.522,2.78,"9741",1,500,"1",26
"45",-7.239,0.879,"9741",1,500,"-1",25
"46",-0.062,4.422,"9741",1,500,"1",25
"47",-5.087,6.251,"9741",1,500,"-1",24
"48",6.967,2.126,"9741",1,500,"1",24
"49",-1.394,4.297,"9741",1,500,"-1",23
"50",8.532,2.817,"9741",1,500,"1",23
"51",-2.102,1.657,"9741",1,500,"-1",22
"52",2.483,1.626,"9741",1,500,"1",22
"53",-1.658,3.379,"9741",1,500,"-1",21
"54",8.045,1.923,"9741",1,500,"1",21
"55",-5.879,1.335,"9741",1,500,"-1",20
"56",1.803,3.156,"9741",1,500,"1",20
"57",-6.633,1.759,"9741",1,500,"-1",19
"58",0.484,2.533,"9741",1,500,"1",19
"59",-0.262,1.594,"9741",1,500,"-1",18
"60",3.379,0.989,"9741",1,500,"1",18
"61",-1.293,0.822,"9741",1,500,"-1",17
"62",0.835,0.811,"9741",1,500,"1",17
"63",-5.072,0.771,"9741",1,500,"-1",16
"64",-1.519,0.957,"9741",1,500,"1",16
"65",-0.311,1.912,"9741",1,500,"-1",15
"66",6.848,3.646,"9741",1,500,"1",15
"67",-0.321,0.333,"9741",1,500,"-1",14
"68",1.155,0.497,"9741",1,500,"1",14
"69",2.213,8.256,"9741",1,500,"-1",13
"70",2.413,2.134,"9741",1,500,"1",13
"71",-2.826,1.483,"9741",1,500,"-1",12
"72",3.222,2.08,"9741",1,500,"1",12
"73",-3.061,3.078,"9741",1,500,"-1",11
"74",3.855,2.546,"9741",1,500,"1",11
"75",-1.27,2.311,"9741",1,500,"-1",10
"76",4.678,1.802,"9741",1,500,"1",10
"77",-5.113,2.55,"9741",1,500,"-1",9
"78",1.541,2.908,"9741",1,500,"1",9
"79",-1.187,2.094,"9741",1,500,"-1",8
"80",3.641,0.878,"9741",1,500,"1",8
"81",-1.272,2.764,"9741",1,500,"-1",7
"82",7.588,3.202,"9741",1,500,"1",7
"83",-1.106,2.681,"9741",1,500,"-1",6
"84",6.916,3.164,"9741",1,500,"1",6
"85",-1.458,0.52,"9741",1,500,"-1",5
"86",-0.205,0.231,"9741",1,500,"1",5
"87",-2.595,1.191,"9741",1,500,"-1",4
"88",1.685,1.665,"9741",1,500,"1",4
"89",-4.089,1.464,"9741",1,500,"-1",3
"90",2.251,2.292,"9741",1,500,"1",3
"91",-2.756,0.927,"9741",1,500,"-1",2
"92",0.145,1.245,"9741",1,500,"1",2
"93",-6.191,2.77,"9741",1,500,"-1",1
"94",5.129,3.329,"9741",1,500,"1",1
