"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.952737227361811,0.0472627726381888,0.110443019181466,0.889556980818534,"11192",1,20,"sign"
"2",0.787234042553192,0.212765957446809,0.171849427168576,0.828150572831424,"11192",1,20,"gaussian"
"3",0.910919650375266,0.0890803496247341,0.123754100261926,0.876245899738074,"11192",2,20,"sign"
"4",0.805225653206651,0.194774346793349,0.202970297029703,0.797029702970297,"11192",2,20,"gaussian"
"5",0.921194377090461,0.0788056229095387,0.113340112795467,0.886659887204533,"11192",3,20,"sign"
"6",0.766666666666667,0.233333333333333,0.195530726256983,0.804469273743017,"11192",3,20,"gaussian"
"7",0.909647986236725,0.090352013763275,0.109672275772498,0.890327724227502,"11192",4,20,"sign"
"8",0.817073170731707,0.182926829268293,0.207547169811321,0.792452830188679,"11192",4,20,"gaussian"
"9",0.882045307399149,0.117954692600851,0.172112610364159,0.827887389635841,"11192",5,20,"sign"
"10",0.68,0.32,0.164948453608247,0.835051546391753,"11192",5,20,"gaussian"
"11",0.903400165389424,0.096599834610576,0.128584033346614,0.871415966653386,"11192",6,20,"sign"
"12",0.747747747747748,0.252252252252252,0.161849710982659,0.838150289017341,"11192",6,20,"gaussian"
"13",0.962611103571932,0.0373888964280679,0.146437026021804,0.853562973978196,"11192",7,20,"sign"
"14",0.784172661870504,0.215827338129496,0.182926829268293,0.817073170731707,"11192",7,20,"gaussian"
"15",0.914180186009975,0.0858198139900249,0.137530644637755,0.862469355362245,"11192",8,20,"sign"
"16",0.76056338028169,0.23943661971831,0.168316831683168,0.831683168316832,"11192",8,20,"gaussian"
"17",0.906894670011026,0.0931053299889737,0.0924165400901402,0.90758345990986,"11192",9,20,"sign"
"18",0.828828828828829,0.171171171171171,0.178217821782178,0.821782178217822,"11192",9,20,"gaussian"
"19",0.861814223549267,0.138185776450733,0.0626200511056728,0.937379948894327,"11192",10,20,"sign"
"20",0.790849673202614,0.209150326797386,0.203947368421053,0.796052631578947,"11192",10,20,"gaussian"
