"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-4.099,2.126,"11333",1,500,"-1",72
"2",0.212,6.296,"11333",1,500,"1",72
"3",-5.368,0.732,"11333",1,500,"-1",71
"4",-0.588,1.707,"11333",1,500,"1",71
"5",-2.941,3.086,"11333",1,500,"-1",70
"6",6.601,2.505,"11333",1,500,"1",70
"7",-3.495,1.124,"11333",1,500,"-1",69
"8",1.145,2.006,"11333",1,500,"1",69
"9",-0.574,1.277,"11333",1,500,"-1",68
"10",4.2,1.038,"11333",1,500,"1",68
"11",-2.188,1.698,"11333",1,500,"-1",67
"12",2.781,2.071,"11333",1,500,"1",67
"13",0.267,2.081,"11333",1,500,"-1",66
"14",3.963,1.297,"11333",1,500,"1",66
"15",-2.566,0.806,"11333",1,500,"-1",65
"16",-0.166,1.372,"11333",1,500,"1",65
"17",-1.295,1.219,"11333",1,500,"-1",64
"18",2.316,1.389,"11333",1,500,"1",64
"19",0.157,4.507,"11333",1,500,"-1",63
"20",0.164,4.51,"11333",1,500,"1",63
"21",-2.391,1.309,"11333",1,500,"-1",62
"22",2.441,1.835,"11333",1,500,"1",62
"23",-6.211,1.832,"11333",1,500,"-1",61
"24",3.245,3.665,"11333",1,500,"1",61
"25",0.751,3.19,"11333",1,500,"-1",60
"26",10.396,2.608,"11333",1,500,"1",60
"27",0.767,2.108,"11333",1,500,"-1",59
"28",6.563,1.57,"11333",1,500,"1",59
"29",2.3,1.441,"11333",1,500,"-1",58
"30",7.639,1.092,"11333",1,500,"1",58
"31",-2.992,3.363,"11333",1,500,"-1",57
"32",4.398,1.767,"11333",1,500,"1",57
"33",0.535,0.982,"11333",1,500,"-1",56
"34",2.818,3.845,"11333",1,500,"1",56
"35",-2.323,2.443,"11333",1,500,"-1",55
"36",3.475,2.308,"11333",1,500,"1",55
"37",-3.96,2.107,"11333",1,500,"-1",54
"38",3.549,2.247,"11333",1,500,"1",54
"39",-0.914,2.148,"11333",1,500,"-1",53
"40",6.364,2.619,"11333",1,500,"1",53
"41",-2.586,1.232,"11333",1,500,"-1",52
"42",2.358,2.128,"11333",1,500,"1",52
"43",-0.321,0.437,"11333",1,500,"-1",51
"44",0.903,0.45,"11333",1,500,"1",51
"45",-0.664,1.74,"11333",1,500,"-1",50
"46",3.227,1.269,"11333",1,500,"1",50
"47",-1.048,0.366,"11333",1,500,"-1",49
"48",1.005,0.884,"11333",1,500,"1",49
"49",-4.112,0.967,"11333",1,500,"-1",48
"50",0.727,1.451,"11333",1,500,"1",48
"51",0.622,0.714,"11333",1,500,"-1",47
"52",3.089,1.244,"11333",1,500,"1",47
"53",-2.68,2.348,"11333",1,500,"-1",46
"54",4.262,2.369,"11333",1,500,"1",46
"55",-2.273,2.219,"11333",1,500,"-1",45
"56",1.397,2.989,"11333",1,500,"1",45
"57",-0.832,0.863,"11333",1,500,"-1",44
"58",0.516,2.62,"11333",1,500,"1",44
"59",-5.73,1.371,"11333",1,500,"-1",43
"60",-0.865,1.637,"11333",1,500,"1",43
"61",-2.206,1.342,"11333",1,500,"-1",42
"62",1.949,1.647,"11333",1,500,"1",42
"63",0.735,1.333,"11333",1,500,"-1",41
"64",6.374,1.747,"11333",1,500,"1",41
"65",-1.122,0.459,"11333",1,500,"-1",40
"66",0.622,0.582,"11333",1,500,"1",40
"67",-0.554,2.365,"11333",1,500,"-1",39
"68",8.647,2.16,"11333",1,500,"1",39
"69",-0.708,2.826,"11333",1,500,"-1",38
"70",5.603,1.235,"11333",1,500,"1",38
"71",-3.996,1.875,"11333",1,500,"-1",37
"72",1.53,2.126,"11333",1,500,"1",37
"73",-4.614,2.199,"11333",1,500,"-1",36
"74",1.027,1.368,"11333",1,500,"1",36
"75",-1.041,1.024,"11333",1,500,"-1",35
"76",2.409,1.263,"11333",1,500,"1",35
"77",-2.517,1.378,"11333",1,500,"-1",34
"78",1.477,1.638,"11333",1,500,"1",34
"79",-1.307,0.871,"11333",1,500,"-1",33
"80",-0.692,4.705,"11333",1,500,"1",33
"81",-0.6,1.431,"11333",1,500,"-1",32
"82",2.581,0.857,"11333",1,500,"1",32
"83",-1.916,3.277,"11333",1,500,"-1",31
"84",6.001,1.749,"11333",1,500,"1",31
"85",-2.375,2.402,"11333",1,500,"-1",30
"86",4.446,2.536,"11333",1,500,"1",30
"87",-3.843,1.25,"11333",1,500,"-1",29
"88",0.072,0.83,"11333",1,500,"1",29
"89",-4.935,1.804,"11333",1,500,"-1",28
"90",-0.568,1.237,"11333",1,500,"1",28
"91",-0.566,1.286,"11333",1,500,"-1",27
"92",4.265,1.624,"11333",1,500,"1",27
"93",1.439,0.979,"11333",1,500,"-1",26
"94",6.588,1.528,"11333",1,500,"1",26
"95",-0.417,1.918,"11333",1,500,"-1",25
"96",3.923,1.332,"11333",1,500,"1",25
"97",-1.624,1.332,"11333",1,500,"-1",23
"98",1.578,1.698,"11333",1,500,"1",23
"99",-5.641,3.656,"11333",1,500,"-1",22
"100",3.921,3.391,"11333",1,500,"1",22
"101",-3.402,2.047,"11333",1,500,"-1",21
"102",2.307,2.233,"11333",1,500,"1",21
"103",0.191,0.4,"11333",1,500,"-1",20
"104",1.858,0.722,"11333",1,500,"1",20
"105",-6.936,2.33,"11333",1,500,"-1",19
"106",3.672,3.531,"11333",1,500,"1",19
"107",-1.29,1.32,"11333",1,500,"-1",18
"108",4.235,2.423,"11333",1,500,"1",18
