"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model","segs"
"1",0.917277895383164,0.082722104616836,0.0646797880397112,0.935320211960289,"11003",1,500,"sign",1
"2",0.915032679738562,0.0849673202614379,0.30952380952381,0.69047619047619,"11003",1,500,"gaussian",1
"3",0.966085129892111,0.0339148701078892,0.0652557559265032,0.934744244073497,"11003",1,500,"sign",2
"4",0.884057971014493,0.115942028985507,0.135593220338983,0.864406779661017,"11003",1,500,"gaussian",2
"5",0.999999996555415,3.4445851313846e-09,0.199635378111904,0.800364621888096,"11003",1,500,"sign",3
"6",0.833333333333333,0.166666666666667,0.333333333333333,0.666666666666667,"11003",1,500,"gaussian",3
"7",0.960876773300456,0.039123226699544,0.0492491061663,0.9507508938337,"11003",1,500,"sign",4
"8",0.905405405405405,0.0945945945945946,0.0795454545454545,0.920454545454545,"11003",1,500,"gaussian",4
"9",0.94220893525374,0.0577910647462598,0.0364392787957313,0.963560721204269,"11003",1,500,"sign",5
"10",1,0,0.25,0.75,"11003",1,500,"gaussian",5
"11",0.894511157112196,0.105488842887804,1.57736331110732e-10,0.999999999842264,"11003",1,500,"sign",6
"12",1,0,0,1,"11003",1,500,"gaussian",6
"13",0.964270832718855,0.0357291672811451,0.0518117804279601,0.94818821957204,"11003",1,500,"sign",7
"14",0.863354037267081,0.136645962732919,0.127167630057803,0.872832369942196,"11003",1,500,"gaussian",7
"15",0.720624862868464,0.279375137131536,0.19062294322443,0.80937705677557,"11003",1,500,"sign",8
"16",1,0,0,1,"11003",1,500,"gaussian",8
"17",0.923926493925693,0.0760735060743069,0.0279462546959543,0.972053745304046,"11003",1,500,"sign",9
"18",0.818181818181818,0.181818181818182,0.375,0.625,"11003",1,500,"gaussian",9
"19",0.960626912909923,0.039373087090077,0.0238910987066806,0.97610890129332,"11003",1,500,"sign",10
"20",0.88135593220339,0.11864406779661,0.148936170212766,0.851063829787234,"11003",1,500,"gaussian",10
"21",0.953250082635237,0.0467499173647632,0.0179300909555898,0.98206990904441,"11003",1,500,"sign",11
"22",0.909090909090909,0.0909090909090909,0.352941176470588,0.647058823529412,"11003",1,500,"gaussian",11
"23",0.942356762528783,0.0576432374712169,0.0664565752207777,0.933543424779222,"11003",1,500,"sign",12
"24",0.914285714285714,0.0857142857142857,0.0421052631578947,0.957894736842105,"11003",1,500,"gaussian",12
"25",0.920447375503093,0.0795526244969067,0.0848945992918444,0.915105400708156,"11003",1,500,"sign",13
"26",0.868421052631579,0.131578947368421,0.162162162162162,0.837837837837838,"11003",1,500,"gaussian",13
"27",0.885998596731163,0.114001403268837,0.0678488731704905,0.93215112682951,"11003",1,500,"sign",14
"28",0.75,0.25,0.136363636363636,0.863636363636364,"11003",1,500,"gaussian",14
"29",0.898008179135948,0.101991820864052,0.0856539027124761,0.914346097287524,"11003",1,500,"sign",15
"30",0.8,0.2,0.133333333333333,0.866666666666667,"11003",1,500,"gaussian",15
"31",0.889548715952787,0.110451284047213,0.0752511683528336,0.924748831647166,"11003",1,500,"sign",16
"32",0.892857142857143,0.107142857142857,0.105263157894737,0.894736842105263,"11003",1,500,"gaussian",16
"33",0.931838731106658,0.0681612688933423,0.02517106414406,0.97482893585594,"11003",1,500,"sign",17
"34",0.855072463768116,0.144927536231884,0.268292682926829,0.731707317073171,"11003",1,500,"gaussian",17
"35",0.954597796264407,0.0454022037355927,0.128702831764958,0.871297168235042,"11003",1,500,"sign",18
"36",0.9,0.1,0.05,0.95,"11003",1,500,"gaussian",18
"37",0.929044930037255,0.0709550699627454,0.0707280491965136,0.929271950803486,"11003",1,500,"sign",19
"38",0.909090909090909,0.0909090909090909,0.105263157894737,0.894736842105263,"11003",1,500,"gaussian",19
"39",0.977459653645891,0.0225403463541091,0.0426719689438332,0.957328031056167,"11003",1,500,"sign",20
"40",0.86231884057971,0.13768115942029,0.136054421768707,0.863945578231292,"11003",1,500,"gaussian",20
"41",0.983616095849813,0.0163839041501866,0.0315301254894838,0.968469874510516,"11003",1,500,"sign",21
"42",0.870967741935484,0.129032258064516,0.191489361702128,0.808510638297872,"11003",1,500,"gaussian",21
"43",0.965643020554106,0.0343569794458937,0.0533572798279841,0.946642720172016,"11003",1,500,"sign",22
"44",0.979381443298969,0.0206185567010309,0.125,0.875,"11003",1,500,"gaussian",22
"45",0.999999999999999,6.26453052688936e-16,0.590578579975616,0.409421420024384,"11003",1,500,"sign",23
"46",1,0,1,0,"11003",1,500,"gaussian",23
"47",0.9440737334946,0.0559262665053995,0.057581298304875,0.942418701695125,"11003",1,500,"sign",24
"48",0.947368421052632,0.0526315789473684,0.15625,0.84375,"11003",1,500,"gaussian",24
"49",0.87219971331111,0.12780028668889,0.140948099400444,0.859051900599555,"11003",1,500,"sign",25
"50",0.756756756756757,0.243243243243243,0.191489361702128,0.808510638297872,"11003",1,500,"gaussian",25
"51",0.977423608408176,0.022576391591824,0.0434840041628018,0.956515995837198,"11003",1,500,"sign",26
"52",0.973684210526316,0.0263157894736842,0.0666666666666667,0.933333333333333,"11003",1,500,"gaussian",26
