"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.928598555522505,0.0714014444774953,0.106370260250575,0.893629739749425,"9529",1,20,"sign"
"2",0.819016393442623,0.180983606557377,0.190871369294606,0.809128630705394,"9529",1,20,"gaussian"
"3",0.889163478215746,0.110836521784254,0.0527113322118577,0.947288667788142,"9529",2,20,"sign"
"4",0.780327868852459,0.219672131147541,0.139293139293139,0.860706860706861,"9529",2,20,"gaussian"
"5",0.953252169094509,0.0467478309054911,0.116201353526915,0.883798646473085,"9529",3,20,"sign"
"6",0.788912579957356,0.211087420042644,0.21244635193133,0.78755364806867,"9529",3,20,"gaussian"
"7",0.939397936857827,0.0606020631421734,0.154276299850327,0.845723700149673,"9529",4,20,"sign"
"8",0.742971887550201,0.257028112449799,0.176795580110497,0.823204419889503,"9529",4,20,"gaussian"
"9",0.938111532389974,0.0618884676100255,0.153461690120433,0.846538309879567,"9529",5,20,"sign"
"10",0.770334928229665,0.229665071770335,0.223255813953488,0.776744186046512,"9529",5,20,"gaussian"
"11",0.956484372671533,0.0435156273284674,0.107800420236735,0.892199579763265,"9529",6,20,"sign"
"12",0.786729857819905,0.213270142180095,0.150501672240803,0.849498327759197,"9529",6,20,"gaussian"
"13",0.89006410184745,0.10993589815255,0.130417420250092,0.869582579749908,"9529",7,20,"sign"
"14",0.743362831858407,0.256637168141593,0.187702265372168,0.812297734627832,"9529",7,20,"gaussian"
"15",0.917657080765227,0.0823429192347727,0.130511374440632,0.869488625559369,"9529",8,20,"sign"
"16",0.780104712041885,0.219895287958115,0.192660550458716,0.807339449541284,"9529",8,20,"gaussian"
"17",0.91159381230152,0.0884061876984801,0.141634759889879,0.858365240110121,"9529",9,20,"sign"
"18",0.704081632653061,0.295918367346939,0.172619047619048,0.827380952380952,"9529",9,20,"gaussian"
"19",0.938796652065207,0.061203347934793,0.0883664170618418,0.911633582938158,"9529",10,20,"sign"
"20",0.789915966386555,0.210084033613445,0.218181818181818,0.781818181818182,"9529",10,20,"gaussian"
"21",0.882305150628711,0.117694849371289,0.061412062900528,0.938587937099472,"9529",11,20,"sign"
"22",0.841530054644809,0.158469945355191,0.193333333333333,0.806666666666667,"9529",11,20,"gaussian"
"23",0.93902196208886,0.0609780379111395,0.0687311042212963,0.931268895778704,"9529",12,20,"sign"
"24",0.76027397260274,0.23972602739726,0.190217391304348,0.809782608695652,"9529",12,20,"gaussian"
"25",0.866043311491722,0.133956688508278,0.084766780811118,0.915233219188882,"9529",13,20,"sign"
"26",0.747967479674797,0.252032520325203,0.157894736842105,0.842105263157895,"9529",13,20,"gaussian"
