"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.948217612061033,0.0517823879389668,0.112827034557201,0.887172965442799,"10509",1,20,"sign"
"2",0.79739336492891,0.20260663507109,0.192567567567568,0.807432432432432,"10509",1,20,"gaussian"
"3",0.922722075260236,0.077277924739764,0.0982133679574294,0.901786632042571,"10509",2,20,"sign"
"4",0.813953488372093,0.186046511627907,0.164158686730506,0.835841313269494,"10509",2,20,"gaussian"
"5",0.971331374274734,0.0286686257252664,0.128660777533274,0.871339222466726,"10509",3,20,"sign"
"6",0.771626297577855,0.228373702422145,0.158653846153846,0.841346153846154,"10509",3,20,"gaussian"
"7",0.954003745993638,0.045996254006362,0.122049074747938,0.877950925252062,"10509",4,20,"sign"
"8",0.755905511811024,0.244094488188976,0.130081300813008,0.869918699186992,"10509",4,20,"gaussian"
"9",0.943662052527259,0.0563379474727415,0.133364927422921,0.86663507257708,"10509",5,20,"sign"
"10",0.781818181818182,0.218181818181818,0.15625,0.84375,"10509",5,20,"gaussian"
