"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-7.568,1.444,"10492",1,500,"-1",36
"2",-0.36,3.094,"10492",1,500,"1",36
"3",-2.368,1.231,"10492",1,500,"-1",35
"4",2.092,1.511,"10492",1,500,"1",35
"5",-0.718,1.128,"10492",1,500,"-1",34
"6",1.547,0.858,"10492",1,500,"1",34
"7",-0.762,1.064,"10492",1,500,"-1",33
"8",2.267,1.169,"10492",1,500,"1",33
"9",-0.487,0.802,"10492",1,500,"-1",32
"10",1.983,0.417,"10492",1,500,"1",32
"11",-3.184,1.248,"10492",1,500,"-1",31
"12",1.33,1.728,"10492",1,500,"1",31
"13",1.19,0.618,"10492",1,500,"-1",30
"14",2.907,0.518,"10492",1,500,"1",30
"15",-3.801,2.97,"10492",1,500,"-1",29
"16",4.341,2.619,"10492",1,500,"1",29
"17",-3.258,1.995,"10492",1,500,"-1",28
"18",3.145,2.215,"10492",1,500,"1",28
"19",-4.215,0.768,"10492",1,500,"-1",27
"20",-1.318,0.858,"10492",1,500,"1",27
"21",-1.454,1.184,"10492",1,500,"-1",25
"22",1.596,1.003,"10492",1,500,"1",25
"23",-0.743,0.214,"10492",1,500,"-1",24
"24",0.427,0.396,"10492",1,500,"1",24
"25",-0.442,2.93,"10492",1,500,"-1",23
"26",5.263,1.051,"10492",1,500,"1",23
"27",-2.198,1.504,"10492",1,500,"-1",22
"28",2.764,1.818,"10492",1,500,"1",22
"29",0.6,1.223,"10492",1,500,"-1",21
"30",2.489,4.433,"10492",1,500,"1",21
"31",-2.626,1.558,"10492",1,500,"-1",20
"32",3.515,2.199,"10492",1,500,"1",20
"33",-2.556,2.998,"10492",1,500,"-1",19
"34",8.742,3.397,"10492",1,500,"1",19
"35",-0.109,1.029,"10492",1,500,"-1",18
"36",0.188,3.005,"10492",1,500,"1",18
"37",-1.303,3.006,"10492",1,500,"-1",17
"38",6.161,2.711,"10492",1,500,"1",17
"39",-1.016,1.342,"10492",1,500,"-1",16
"40",5.587,2.572,"10492",1,500,"1",16
"41",-1.151,2.4,"10492",1,500,"-1",15
"42",6.175,1.864,"10492",1,500,"1",15
"43",-4.559,1.571,"10492",1,500,"-1",14
"44",0.729,2.471,"10492",1,500,"1",14
"45",-1.456,0.901,"10492",1,500,"-1",13
"46",1.224,0.775,"10492",1,500,"1",13
"47",-7.372,1.9,"10492",1,500,"-1",12
"48",-1.175,2.921,"10492",1,500,"1",12
"49",-4.594,2.294,"10492",1,500,"-1",11
"50",2.649,2.888,"10492",1,500,"1",11
"51",-3.658,9.607,"10492",1,500,"-1",10
"52",-2.581,1.919,"10492",1,500,"1",10
"53",-2.266,1.36,"10492",1,500,"-1",9
"54",2.05,0.845,"10492",1,500,"1",9
"55",-2.702,1.799,"10492",1,500,"-1",8
"56",3.581,2.656,"10492",1,500,"1",8
"57",-3.22,3.076,"10492",1,500,"-1",7
"58",3.803,2.312,"10492",1,500,"1",7
"59",-0.875,0.378,"10492",1,500,"-1",5
"60",0.23,0.472,"10492",1,500,"1",5
"61",-6.563,2.648,"10492",1,500,"-1",4
"62",2.672,2.643,"10492",1,500,"1",4
"63",-12.363,2.276,"10492",1,500,"-1",2
"64",-2.628,2.573,"10492",1,500,"1",2
"65",-1.033,0.621,"10492",1,500,"-1",1
"66",0.413,0.423,"10492",1,500,"1",1
