"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.428,1.063,"10025",1,20,"-1"
"2",0.788,2.828,"10025",1,20,"1"
"3",-0.215,1.179,"10025",2,20,"-1"
"4",0.744,3.575,"10025",2,20,"1"
"5",-0.127,0.783,"10025",3,20,"-1"
"6",-0.176,2.561,"10025",3,20,"1"
"7",-0.302,0.401,"10025",4,20,"-1"
"8",0.178,1.794,"10025",4,20,"1"
"9",-0.466,1.004,"10025",5,20,"-1"
"10",2.253,1.348,"10025",5,20,"1"
