"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-3.593,4.643,"11233",1,500,"-1",32
"2",9.531,3.349,"11233",1,500,"1",32
"3",0.522,1.501,"11233",1,500,"-1",31
"4",7.14,2.348,"11233",1,500,"1",31
"5",-3.233,2.248,"11233",1,500,"-1",30
"6",2.413,2.323,"11233",1,500,"1",30
"7",0.27,1.713,"11233",1,500,"-1",29
"8",5.95,1.065,"11233",1,500,"1",29
"9",-2.088,1.426,"11233",1,500,"-1",28
"10",1.357,1.055,"11233",1,500,"1",28
"11",0.508,0.839,"11233",1,500,"-1",27
"12",3.89,4.009,"11233",1,500,"1",27
"13",-0.07,0.444,"11233",1,500,"-1",26
"14",1.627,0.547,"11233",1,500,"1",26
"15",-7.578,0.517,"11233",1,500,"-1",25
"16",-2.52,1.701,"11233",1,500,"1",25
"17",0.298,0.819,"11233",1,500,"-1",24
"18",1.446,2.247,"11233",1,500,"1",24
"19",0.389,0.263,"11233",1,500,"-1",23
"20",1.391,0.364,"11233",1,500,"1",23
"21",-2.952,2.134,"11233",1,500,"-1",22
"22",2.594,2.116,"11233",1,500,"1",22
"23",-2.494,2.377,"11233",1,500,"-1",21
"24",2.96,2.001,"11233",1,500,"1",21
"25",-2.309,2.039,"11233",1,500,"-1",19
"26",5.175,2.025,"11233",1,500,"1",19
"27",-2.941,1.816,"11233",1,500,"-1",18
"28",1.516,0.959,"11233",1,500,"1",18
"29",-2.441,0.549,"11233",1,500,"-1",17
"30",-1.268,0.593,"11233",1,500,"1",17
"31",-0.193,1.65,"11233",1,500,"-1",16
"32",4.515,1.675,"11233",1,500,"1",16
"33",-5.064,4.193,"11233",1,500,"-1",15
"34",6.946,2.795,"11233",1,500,"1",15
"35",-2.076,2.749,"11233",1,500,"-1",14
"36",6.337,2.942,"11233",1,500,"1",14
"37",-1.109,1.067,"11233",1,500,"-1",13
"38",1.943,1.124,"11233",1,500,"1",13
"39",0.681,1.868,"11233",1,500,"-1",12
"40",3.617,0.748,"11233",1,500,"1",12
"41",-2.671,1.892,"11233",1,500,"-1",11
"42",2.819,2.107,"11233",1,500,"1",11
"43",0.2,4.316,"11233",1,500,"-1",10
"44",1.444,1.06,"11233",1,500,"1",10
"45",0.833,0.47,"11233",1,500,"-1",9
"46",1.928,0.59,"11233",1,500,"1",9
"47",-6.682,0.87,"11233",1,500,"-1",8
"48",-1.859,2.275,"11233",1,500,"1",8
"49",-2.401,1.583,"11233",1,500,"-1",7
"50",2.056,1.857,"11233",1,500,"1",7
"51",-0.07,0.503,"11233",1,500,"-1",6
"52",1.712,0.751,"11233",1,500,"1",6
"53",-0.906,5.838,"11233",1,500,"-1",5
"54",2.036,1.913,"11233",1,500,"1",5
"55",-0.273,0.223,"11233",1,500,"-1",4
"56",0.417,1.557,"11233",1,500,"1",4
"57",0.639,3.536,"11233",1,500,"-1",3
"58",0.649,3.532,"11233",1,500,"1",3
"59",-1.701,4.898,"11233",1,500,"-1",2
"60",0.147,1.216,"11233",1,500,"1",2
"61",-0.491,2.329,"11233",1,500,"-1",1
"62",5.938,1.056,"11233",1,500,"1",1
