"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-3.465,3.67,"11361",1,500,"-1",34
"2",4.343,2.136,"11361",1,500,"1",34
"3",0.474,2.945,"11361",1,500,"-1",33
"4",0.522,2.943,"11361",1,500,"1",33
"5",-0.695,0.152,"11361",1,500,"-1",32
"6",-0.205,0.145,"11361",1,500,"1",32
"7",-0.225,3.079,"11361",1,500,"-1",31
"8",-0.224,3.076,"11361",1,500,"1",31
"9",-1.913,0.998,"11361",1,500,"-1",30
"10",0.551,0.908,"11361",1,500,"1",30
"11",-1.549,0.562,"11361",1,500,"-1",29
"12",0.379,0.839,"11361",1,500,"1",29
"13",-4.042,2.017,"11361",1,500,"-1",28
"14",2.232,2.61,"11361",1,500,"1",28
"15",-7.112,1.199,"11361",1,500,"-1",27
"16",-0.068,2.401,"11361",1,500,"1",27
"17",-1.836,1.689,"11361",1,500,"-1",26
"18",1.885,1.663,"11361",1,500,"1",26
"19",-6.679,3.207,"11361",1,500,"-1",25
"20",2.196,2.385,"11361",1,500,"1",25
"21",0.291,1.268,"11361",1,500,"-1",24
"22",5.984,1.941,"11361",1,500,"1",24
"23",-1.036,0.441,"11361",1,500,"-1",23
"24",0.46,0.461,"11361",1,500,"1",23
"25",-2.266,3.046,"11361",1,500,"-1",22
"26",4.412,2.171,"11361",1,500,"1",22
"27",-2.203,2.564,"11361",1,500,"-1",21
"28",4.568,2.755,"11361",1,500,"1",21
"29",-4.006,7.576,"11361",1,500,"-1",20
"30",-0.438,1.395,"11361",1,500,"1",20
"31",-3.064,0.333,"11361",1,500,"-1",19
"32",0.943,0.726,"11361",1,500,"1",19
"33",-2.607,1.486,"11361",1,500,"-1",18
"34",1.655,1.833,"11361",1,500,"1",18
"35",-2.32,2.72,"11361",1,500,"-1",17
"36",2.447,2.039,"11361",1,500,"1",17
"37",-2.56,1.762,"11361",1,500,"-1",16
"38",2.884,1.939,"11361",1,500,"1",16
"39",-2.527,2.636,"11361",1,500,"-1",15
"40",4.638,2.006,"11361",1,500,"1",15
"41",-5.294,1.522,"11361",1,500,"-1",14
"42",0.306,2.068,"11361",1,500,"1",14
"43",-4.094,1.42,"11361",1,500,"-1",13
"44",1.222,2.691,"11361",1,500,"1",13
"45",-3.825,0.964,"11361",1,500,"-1",12
"46",-0.475,1.226,"11361",1,500,"1",12
"47",-1.737,0.912,"11361",1,500,"-1",11
"48",-0.966,3.219,"11361",1,500,"1",11
"49",-6.079,2.833,"11361",1,500,"-1",10
"50",4.762,3.965,"11361",1,500,"1",10
"51",-4.782,3.351,"11361",1,500,"-1",9
"52",3.127,2.671,"11361",1,500,"1",9
"53",-3.787,1.843,"11361",1,500,"-1",7
"54",1.314,1.564,"11361",1,500,"1",7
"55",1.335,1.427,"11361",1,500,"-1",6
"56",7.502,2.049,"11361",1,500,"1",6
"57",0.03,1.136,"11361",1,500,"-1",5
"58",3.518,3.766,"11361",1,500,"1",5
"59",-0.281,4.147,"11361",1,500,"-1",4
"60",6.512,0.793,"11361",1,500,"1",4
"61",-5.724,3.338,"11361",1,500,"-1",3
"62",3.515,3.34,"11361",1,500,"1",3
"63",-3.381,1.992,"11361",1,500,"-1",2
"64",1.966,2.118,"11361",1,500,"1",2
"65",0.25,1.53,"11361",1,500,"-1",1
"66",5.86,1.2,"11361",1,500,"1",1
