"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-1.46,1.518,"11471",1,500,"-1",31
"2",1.474,5.174,"11471",1,500,"1",31
"3",-3.941,0.798,"11471",1,500,"-1",30
"4",-0.017,1.214,"11471",1,500,"1",30
"5",1.308,0.734,"11471",1,500,"-1",29
"6",4.122,0.936,"11471",1,500,"1",29
"7",-3.174,2.843,"11471",1,500,"-1",28
"8",7.077,2.875,"11471",1,500,"1",28
"9",-7.396,3.658,"11471",1,500,"-1",27
"10",0.637,2.555,"11471",1,500,"1",27
"11",-3.552,2.263,"11471",1,500,"-1",26
"12",4.831,3.007,"11471",1,500,"1",26
"13",-1.483,2.338,"11471",1,500,"-1",25
"14",6.719,2.007,"11471",1,500,"1",25
"15",-2.619,1.956,"11471",1,500,"-1",24
"16",1.595,1.671,"11471",1,500,"1",24
"17",-1.159,1.562,"11471",1,500,"-1",23
"18",0.198,5.8,"11471",1,500,"1",23
"19",0.326,1.403,"11471",1,500,"-1",21
"20",0.449,6.395,"11471",1,500,"1",21
"21",-3.056,1.404,"11471",1,500,"-1",20
"22",1.995,2.282,"11471",1,500,"1",20
"23",-1.339,1.252,"11471",1,500,"-1",19
"24",1.53,1.037,"11471",1,500,"1",19
"25",-0.757,1.955,"11471",1,500,"-1",18
"26",5.923,3.255,"11471",1,500,"1",18
"27",-6.68,3.612,"11471",1,500,"-1",17
"28",1.863,2.738,"11471",1,500,"1",17
"29",-4.855,1.856,"11471",1,500,"-1",16
"30",1.522,1.847,"11471",1,500,"1",16
"31",0.41,0.777,"11471",1,500,"-1",15
"32",2.995,0.822,"11471",1,500,"1",15
"33",-8.904,2.35,"11471",1,500,"-1",14
"34",1.741,2.967,"11471",1,500,"1",14
"35",-9.018,2.193,"11471",1,500,"-1",13
"36",-2.344,1.502,"11471",1,500,"1",13
"37",-2.273,1.678,"11471",1,500,"-1",12
"38",2.03,1.684,"11471",1,500,"1",12
"39",-2.085,3.953,"11471",1,500,"-1",11
"40",6.641,2.469,"11471",1,500,"1",11
"41",-4.221,0.82,"11471",1,500,"-1",10
"42",-0.38,1.509,"11471",1,500,"1",10
"43",-2.848,1.562,"11471",1,500,"-1",9
"44",-2.352,0.335,"11471",1,500,"1",9
"45",0.527,0.923,"11471",1,500,"-1",8
"46",4.084,1.024,"11471",1,500,"1",8
"47",-0.602,2.992,"11471",1,500,"-1",7
"48",6.128,1.656,"11471",1,500,"1",7
"49",-0.121,0.422,"11471",1,500,"-1",6
"50",1.328,0.437,"11471",1,500,"1",6
"51",-0.827,0.98,"11471",1,500,"-1",5
"52",2.808,1.177,"11471",1,500,"1",5
"53",-3.832,1.296,"11471",1,500,"-1",4
"54",1.791,1.938,"11471",1,500,"1",4
"55",-3.112,1.284,"11471",1,500,"-1",3
"56",-0.422,4.286,"11471",1,500,"1",3
"57",-0.266,3.692,"11471",1,500,"-1",2
"58",-0.233,3.7,"11471",1,500,"1",2
"59",0.707,0,"11471",1,500,"-1",1
"60",0.707,0.707,"11471",1,500,"1",1
