"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.920057746944808,0.0799422530551918,0.107802593026225,0.892197406973775,"11373",1,20,"sign"
"2",0.811027837259101,0.188972162740899,0.196438508625487,0.803561491374513,"11373",1,20,"gaussian"
"3",0.82730372231327,0.17269627768673,0.037657449961601,0.962342550038399,"11373",2,20,"sign"
"4",0.772549019607843,0.227450980392157,0.220532319391635,0.779467680608365,"11373",2,20,"gaussian"
"5",0.872007079645939,0.127992920354061,0.0999747163880237,0.900025283611976,"11373",3,20,"sign"
"6",0.801724137931034,0.198275862068966,0.158620689655172,0.841379310344828,"11373",3,20,"gaussian"
"7",0.917075004698313,0.0829249953016872,0.0851295663573571,0.914870433642643,"11373",4,20,"sign"
"8",0.813008130081301,0.186991869918699,0.20353982300885,0.79646017699115,"11373",4,20,"gaussian"
"9",0.945903862410353,0.0540961375896471,0.142500821008387,0.857499178991613,"11373",5,20,"sign"
"10",0.732394366197183,0.267605633802817,0.105882352941176,0.894117647058824,"11373",5,20,"gaussian"
