"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model","segs"
"1",0.963423884330309,0.0365761156696911,0.0420634070900383,0.957936592909962,"9683",1,500,"sign",1
"2",0.986486486486487,0.0135135135135135,0.0689655172413793,0.931034482758621,"9683",1,500,"gaussian",1
"3",0.443446982725558,0.556553017274442,1.20670058826933e-52,1,"9683",1,500,"sign",2
"4",1,0,0,1,"9683",1,500,"gaussian",2
"5",0.926534672626073,0.0734653273739273,0.018103066181559,0.981896933818441,"9683",1,500,"sign",3
"6",0.772727272727273,0.227272727272727,0.222222222222222,0.777777777777778,"9683",1,500,"gaussian",3
"7",0.879919710320099,0.120080289679901,0.0691856259106116,0.930814374089388,"9683",1,500,"sign",4
"8",0.785714285714286,0.214285714285714,0.166666666666667,0.833333333333333,"9683",1,500,"gaussian",4
"9",0.944954158503184,0.0550458414968156,0.116602346436393,0.883397653563607,"9683",1,500,"sign",5
"10",0.833333333333333,0.166666666666667,0.304347826086957,0.695652173913043,"9683",1,500,"gaussian",5
"11",0.948846197638393,0.0511538023616066,0.106130467823163,0.893869532176837,"9683",1,500,"sign",6
"12",1,0,0.333333333333333,0.666666666666667,"9683",1,500,"gaussian",6
"13",0.930695151864484,0.0693048481355158,0.0672188232749754,0.932781176725025,"9683",1,500,"sign",7
"14",0.906976744186046,0.0930232558139535,0.126984126984127,0.873015873015873,"9683",1,500,"gaussian",7
"15",0.965999645155718,0.0340003548442817,0.056947337815062,0.943052662184938,"9683",1,500,"sign",8
"16",0.842105263157895,0.157894736842105,0.142857142857143,0.857142857142857,"9683",1,500,"gaussian",8
"17",0.926019441746013,0.0739805582539872,0.0421114030553197,0.95788859694468,"9683",1,500,"sign",9
"18",0.914893617021277,0.0851063829787234,0.0930232558139535,0.906976744186046,"9683",1,500,"gaussian",9
"19",0.851199612743148,0.148800387256852,0.0355937200869891,0.964406279913011,"9683",1,500,"sign",10
"20",0.846153846153846,0.153846153846154,0.196078431372549,0.803921568627451,"9683",1,500,"gaussian",10
"21",0.987413279166551,0.0125867208334494,0.0367878697398272,0.963212130260173,"9683",1,500,"sign",11
