"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-0.691,2.9,"9732",1,500,"-1",39
"2",6.06,1.455,"9732",1,500,"1",39
"3",-1.387,1.198,"9732",1,500,"-1",38
"4",1.532,0.656,"9732",1,500,"1",38
"5",-0.639,2.532,"9732",1,500,"-1",37
"6",6.691,1.101,"9732",1,500,"1",37
"7",-5.194,0.819,"9732",1,500,"-1",36
"8",0.443,2.109,"9732",1,500,"1",36
"9",-5.026,2.258,"9732",1,500,"-1",35
"10",1.368,2.345,"9732",1,500,"1",35
"11",-2.72,1.494,"9732",1,500,"-1",34
"12",0.353,1.586,"9732",1,500,"1",34
"13",-1.902,3.925,"9732",1,500,"-1",33
"14",6.359,2.424,"9732",1,500,"1",33
"15",-1.374,1.918,"9732",1,500,"-1",32
"16",4.53,2.388,"9732",1,500,"1",32
"17",-3.072,2.259,"9732",1,500,"-1",30
"18",4.258,1.776,"9732",1,500,"1",30
"19",-2.765,1.053,"9732",1,500,"-1",29
"20",0.688,0.927,"9732",1,500,"1",29
"21",-0.325,0.91,"9732",1,500,"-1",28
"22",1.03,2.601,"9732",1,500,"1",28
"23",-0.452,1.103,"9732",1,500,"-1",27
"24",5.797,2.822,"9732",1,500,"1",27
"25",-0.825,1.516,"9732",1,500,"-1",26
"26",4.428,2.331,"9732",1,500,"1",26
"27",-4.158,4.319,"9732",1,500,"-1",25
"28",5.22,2.859,"9732",1,500,"1",25
"29",0.332,0.697,"9732",1,500,"-1",24
"30",2.36,0.704,"9732",1,500,"1",24
"31",-0.307,1.04,"9732",1,500,"-1",23
"32",1.907,0.44,"9732",1,500,"1",23
"33",-1.405,4.651,"9732",1,500,"-1",22
"34",1.133,1.699,"9732",1,500,"1",22
"35",-3.778,2.226,"9732",1,500,"-1",21
"36",2.904,2.747,"9732",1,500,"1",21
"37",-3.584,4.466,"9732",1,500,"-1",20
"38",8.82,2.741,"9732",1,500,"1",20
"39",-4.583,1.603,"9732",1,500,"-1",19
"40",0.358,1.767,"9732",1,500,"1",19
"41",-3.587,2.62,"9732",1,500,"-1",18
"42",3.941,2.48,"9732",1,500,"1",18
"43",-0.692,2.456,"9732",1,500,"-1",17
"44",5.567,1.136,"9732",1,500,"1",17
"45",-0.701,1.001,"9732",1,500,"-1",16
"46",3.08,0.991,"9732",1,500,"1",16
"47",-2.893,2.463,"9732",1,500,"-1",15
"48",5.221,1.916,"9732",1,500,"1",15
"49",-1.403,4.565,"9732",1,500,"-1",14
"50",1.349,1.611,"9732",1,500,"1",14
"51",-1.263,2.211,"9732",1,500,"-1",13
"52",3.197,1.246,"9732",1,500,"1",13
"53",-1.397,1.234,"9732",1,500,"-1",12
"54",1.793,1.099,"9732",1,500,"1",12
"55",0.457,0.614,"9732",1,500,"-1",11
"56",3.663,1.021,"9732",1,500,"1",11
"57",-2.922,1.109,"9732",1,500,"-1",10
"58",0.58,1.665,"9732",1,500,"1",10
"59",-2.094,0.948,"9732",1,500,"-1",9
"60",1.917,1.153,"9732",1,500,"1",9
"61",-1.509,3.829,"9732",1,500,"-1",8
"62",10.089,1.534,"9732",1,500,"1",8
"63",-0.315,0.304,"9732",1,500,"-1",7
"64",0.888,0.441,"9732",1,500,"1",7
"65",-0.154,2.071,"9732",1,500,"-1",6
"66",-0.03,6.694,"9732",1,500,"1",6
"67",1.093,0.926,"9732",1,500,"-1",5
"68",3.512,2.252,"9732",1,500,"1",5
"69",0.343,0.256,"9732",1,500,"-1",4
"70",1.349,0.384,"9732",1,500,"1",4
"71",0.042,1.167,"9732",1,500,"-1",3
"72",3.066,0.913,"9732",1,500,"1",3
"73",-2.354,2.247,"9732",1,500,"-1",2
"74",3.985,1.929,"9732",1,500,"1",2
"75",-2.644,1.218,"9732",1,500,"-1",1
"76",0.398,0.652,"9732",1,500,"1",1
