"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",0.757,1.21,"9707",1,500,"-1",73
"2",4.65,1.335,"9707",1,500,"1",73
"3",-6.67,0.271,"9707",1,500,"-1",72
"4",3.335,2.268,"9707",1,500,"1",72
"5",-1.028,2.178,"9707",1,500,"-1",71
"6",6.472,1.605,"9707",1,500,"1",71
"7",-0.349,1.459,"9707",1,500,"-1",70
"8",0.824,6.113,"9707",1,500,"1",70
"9",-0.458,2.269,"9707",1,500,"-1",69
"10",5.973,1.046,"9707",1,500,"1",69
"11",-1.002,1.012,"9707",1,500,"-1",68
"12",2.008,0.979,"9707",1,500,"1",68
"13",-7.302,2.887,"9707",1,500,"-1",67
"14",2.24,3.866,"9707",1,500,"1",67
"15",-2.368,5.3,"9707",1,500,"-1",66
"16",-0.533,1.172,"9707",1,500,"1",66
"17",-3.033,4.09,"9707",1,500,"-1",65
"18",-1.535,1.29,"9707",1,500,"1",65
"19",-4.657,2.88,"9707",1,500,"-1",64
"20",2.147,2.436,"9707",1,500,"1",64
"21",-1.033,2.112,"9707",1,500,"-1",63
"22",5.959,1.631,"9707",1,500,"1",63
"23",-1.806,0.799,"9707",1,500,"-1",62
"24",0.2,0.661,"9707",1,500,"1",62
"25",-3.57,1.804,"9707",1,500,"-1",61
"26",1.915,1.31,"9707",1,500,"1",61
"27",0.363,1.623,"9707",1,500,"-1",60
"28",5.608,0.89,"9707",1,500,"1",60
"29",-6.586,1.287,"9707",1,500,"-1",59
"30",1.492,2.869,"9707",1,500,"1",59
"31",-2.364,2.335,"9707",1,500,"-1",58
"32",2.199,0.968,"9707",1,500,"1",58
"33",-0.457,1.65,"9707",1,500,"-1",57
"34",2.841,0.97,"9707",1,500,"1",57
"35",-0.571,1.028,"9707",1,500,"-1",56
"36",2.756,0.925,"9707",1,500,"1",56
"37",-1.866,2.704,"9707",1,500,"-1",55
"38",6.464,2.008,"9707",1,500,"1",55
"39",-2.591,0.791,"9707",1,500,"-1",54
"40",0.291,0.926,"9707",1,500,"1",54
"41",-8.326,8.778,"9707",1,500,"-1",53
"42",1.221,1.619,"9707",1,500,"1",53
"43",2,2.179,"9707",1,500,"-1",52
"44",3,0,"9707",1,500,"1",52
"45",-3.053,2.189,"9707",1,500,"-1",51
"46",4.289,2.583,"9707",1,500,"1",51
"47",-1.055,1.571,"9707",1,500,"-1",49
"48",5.513,1.822,"9707",1,500,"1",49
"49",-3.085,2.197,"9707",1,500,"-1",48
"50",2.642,1.952,"9707",1,500,"1",48
"51",0.355,0.891,"9707",1,500,"-1",47
"52",3.807,3.55,"9707",1,500,"1",47
"53",-4.987,1.253,"9707",1,500,"-1",46
"54",-1.12,1.695,"9707",1,500,"1",46
"55",0.033,0.955,"9707",1,500,"-1",45
"56",0.733,3.755,"9707",1,500,"1",45
"57",-2.328,1.041,"9707",1,500,"-1",44
"58",1.421,1.507,"9707",1,500,"1",44
"59",-0.957,1.409,"9707",1,500,"-1",43
"60",3.188,0.975,"9707",1,500,"1",43
"61",-1.063,1.21,"9707",1,500,"-1",41
"62",3.715,6.808,"9707",1,500,"1",41
"63",-5.137,3.939,"9707",1,500,"-1",40
"64",5.339,3.886,"9707",1,500,"1",40
"65",1.066,1.468,"9707",1,500,"-1",39
"66",5.422,0.431,"9707",1,500,"1",39
"67",-2.342,0.748,"9707",1,500,"-1",38
"68",-0.183,1.431,"9707",1,500,"1",38
"69",-8.333,3.108,"9707",1,500,"-1",37
"70",3.338,2.73,"9707",1,500,"1",37
"71",-6.529,2.002,"9707",1,500,"-1",36
"72",2.331,1.516,"9707",1,500,"1",36
"73",-1.126,1.902,"9707",1,500,"-1",35
"74",5.755,5.116,"9707",1,500,"1",35
"75",-5.937,1.634,"9707",1,500,"-1",34
"76",-1.308,0.921,"9707",1,500,"1",34
"77",-5.223,1.539,"9707",1,500,"-1",33
"78",0.94,2.491,"9707",1,500,"1",33
"79",-1.008,1.557,"9707",1,500,"-1",32
"80",-0.719,5.286,"9707",1,500,"1",32
