"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-0.795,1.101,"9965",1,500,"-1",23
"2",2.188,1.607,"9965",1,500,"1",23
"3",-1.687,2.322,"9965",1,500,"-1",22
"4",3.545,1.383,"9965",1,500,"1",22
"5",-3.723,1.108,"9965",1,500,"-1",21
"6",0.042,1.557,"9965",1,500,"1",21
"7",-0.791,5.141,"9965",1,500,"-1",20
"8",8.921,2.035,"9965",1,500,"1",20
"9",-1.103,1.779,"9965",1,500,"-1",19
"10",2.301,1.115,"9965",1,500,"1",19
"11",-1.624,1.233,"9965",1,500,"-1",18
"12",1.609,0.943,"9965",1,500,"1",18
"13",-1.458,1.161,"9965",1,500,"-1",17
"14",2.589,1.09,"9965",1,500,"1",17
"15",-0.573,1.398,"9965",1,500,"-1",16
"16",3.448,1.787,"9965",1,500,"1",16
"17",-0.651,0.168,"9965",1,500,"-1",15
"18",-0.164,0.128,"9965",1,500,"1",15
"19",-2.647,2.256,"9965",1,500,"-1",14
"20",3.749,2.271,"9965",1,500,"1",14
"21",0.595,0.836,"9965",1,500,"-1",13
"22",3.333,0.842,"9965",1,500,"1",13
"23",-1.946,0.835,"9965",1,500,"-1",12
"24",0.411,0.96,"9965",1,500,"1",12
"25",-6.387,2.2,"9965",1,500,"-1",11
"26",-1.238,1.773,"9965",1,500,"1",11
"27",-0.743,0.214,"9965",1,500,"-1",10
"28",0.427,0.396,"9965",1,500,"1",10
"29",-1.145,1.281,"9965",1,500,"-1",9
"30",2.001,1.071,"9965",1,500,"1",9
"31",-7.897,2.621,"9965",1,500,"-1",8
"32",-1.483,1.139,"9965",1,500,"1",8
"33",-1.746,0.678,"9965",1,500,"-1",7
"34",0.15,0.771,"9965",1,500,"1",7
"35",0.152,2.692,"9965",1,500,"-1",6
"36",6.769,1.834,"9965",1,500,"1",6
"37",-0.593,2.175,"9965",1,500,"-1",5
"38",4.002,1.505,"9965",1,500,"1",5
"39",-5.88,1.798,"9965",1,500,"-1",4
"40",1.582,2.392,"9965",1,500,"1",4
"41",1.079,1.857,"9965",1,500,"-1",3
"42",6.224,1.645,"9965",1,500,"1",3
"43",-5.201,1.811,"9965",1,500,"-1",2
"44",3.304,2.589,"9965",1,500,"1",2
"45",-0.004,1.197,"9965",1,500,"-1",1
"46",3.652,1.07,"9965",1,500,"1",1
