"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-4.298,2.651,"11414",1,500,"-1",70
"2",3.139,3.45,"11414",1,500,"1",70
"3",-1.749,3.001,"11414",1,500,"-1",68
"4",8.397,2.414,"11414",1,500,"1",68
"5",-1.326,3.028,"11414",1,500,"-1",67
"6",7.802,1.078,"11414",1,500,"1",67
"7",-3.313,2.327,"11414",1,500,"-1",66
"8",2.521,2.35,"11414",1,500,"1",66
"9",-2.116,3.861,"11414",1,500,"-1",65
"10",6.341,2.193,"11414",1,500,"1",65
"11",-4.86,1.062,"11414",1,500,"-1",64
"12",-0.152,1.524,"11414",1,500,"1",64
"13",-9.189,3.687,"11414",1,500,"-1",63
"14",2.163,3.182,"11414",1,500,"1",63
"15",-2.833,2.235,"11414",1,500,"-1",62
"16",1.937,1.993,"11414",1,500,"1",62
"17",-3.386,1.497,"11414",1,500,"-1",61
"18",0.753,1.418,"11414",1,500,"1",61
"19",-3.112,1.742,"11414",1,500,"-1",60
"20",3.259,1.77,"11414",1,500,"1",60
"21",-4.335,1.011,"11414",1,500,"-1",59
"22",0.77,5.044,"11414",1,500,"1",59
"23",-2.372,1.294,"11414",1,500,"-1",58
"24",2.82,1.637,"11414",1,500,"1",58
"25",-2.81,2.954,"11414",1,500,"-1",57
"26",3.497,2.475,"11414",1,500,"1",57
"27",-2.105,2.08,"11414",1,500,"-1",56
"28",2.508,2.109,"11414",1,500,"1",56
"29",0.61,0.602,"11414",1,500,"-1",55
"30",3.722,1.146,"11414",1,500,"1",55
"31",-4.379,2.079,"11414",1,500,"-1",54
"32",1.147,2.16,"11414",1,500,"1",54
"33",0.92,1.894,"11414",1,500,"-1",53
"34",4.039,0.468,"11414",1,500,"1",53
"35",0.877,1.771,"11414",1,500,"-1",52
"36",6.337,1.145,"11414",1,500,"1",52
"37",-1.556,2.034,"11414",1,500,"-1",51
"38",5.326,1.601,"11414",1,500,"1",51
"39",-11.088,3.746,"11414",1,500,"-1",50
"40",1.99,3.515,"11414",1,500,"1",50
"41",-0.906,6.151,"11414",1,500,"-1",49
"42",-0.589,2.203,"11414",1,500,"1",49
"43",-1.656,2.783,"11414",1,500,"-1",48
"44",5.205,1.439,"11414",1,500,"1",48
"45",-1.922,2.437,"11414",1,500,"-1",47
"46",5.529,1.576,"11414",1,500,"1",47
