"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-4.859,1.527,"11185",1,500,"-1",33
"2",0.506,2.057,"11185",1,500,"1",33
"3",1.742,1.057,"11185",1,500,"-1",32
"4",5.185,1.068,"11185",1,500,"1",32
"5",-0.3,0.786,"11185",1,500,"-1",31
"6",2.566,1.09,"11185",1,500,"1",31
"7",-1.207,2.378,"11185",1,500,"-1",30
"8",4.029,1.834,"11185",1,500,"1",30
"9",-4.565,1.136,"11185",1,500,"-1",29
"10",0.369,2.068,"11185",1,500,"1",29
"11",1.894,2.588,"11185",1,500,"-1",28
"12",12.813,3.606,"11185",1,500,"1",28
"13",-3.374,0.763,"11185",1,500,"-1",27
"14",1.022,1.132,"11185",1,500,"1",27
"15",-3.008,4.538,"11185",1,500,"-1",25
"16",2.653,1.788,"11185",1,500,"1",25
"17",-2.515,1.721,"11185",1,500,"-1",24
"18",2.151,2.361,"11185",1,500,"1",24
"19",-0.743,0.214,"11185",1,500,"-1",23
"20",0.427,0.396,"11185",1,500,"1",23
"21",-0.457,1.47,"11185",1,500,"-1",22
"22",3.428,1.353,"11185",1,500,"1",22
"23",-6.491,3.16,"11185",1,500,"-1",21
"24",3.154,3.801,"11185",1,500,"1",21
"25",-1.478,1.517,"11185",1,500,"-1",20
"26",2.968,1.321,"11185",1,500,"1",20
"27",-11.625,3.707,"11185",1,500,"-1",19
"28",0.14,2.55,"11185",1,500,"1",19
"29",-0.832,1.978,"11185",1,500,"-1",18
"30",4.316,1.449,"11185",1,500,"1",18
"31",-1.2,2.159,"11185",1,500,"-1",17
"32",3.218,1.173,"11185",1,500,"1",17
"33",-8.985,2.437,"11185",1,500,"-1",15
"34",-0.236,2.628,"11185",1,500,"1",15
"35",-2.968,2.849,"11185",1,500,"-1",14
"36",6.1,3.001,"11185",1,500,"1",14
"37",-1.47,2.553,"11185",1,500,"-1",13
"38",-1.463,2.552,"11185",1,500,"1",13
"39",-1.592,1.658,"11185",1,500,"-1",12
"40",4.146,1.866,"11185",1,500,"1",12
"41",-3.303,4.958,"11185",1,500,"-1",11
"42",10.793,1.813,"11185",1,500,"1",11
"43",-2.309,2.114,"11185",1,500,"-1",10
"44",3.697,1.843,"11185",1,500,"1",10
"45",-0.869,0.605,"11185",1,500,"-1",9
"46",0.739,0.573,"11185",1,500,"1",9
"47",-2.309,1.446,"11185",1,500,"-1",8
"48",1.798,1.726,"11185",1,500,"1",8
"49",-3.381,1.494,"11185",1,500,"-1",7
"50",1.144,1.755,"11185",1,500,"1",7
"51",-0.009,0.61,"11185",1,500,"-1",6
"52",2.198,0.996,"11185",1,500,"1",6
"53",-6.708,0.908,"11185",1,500,"-1",5
"54",-0.845,2.852,"11185",1,500,"1",5
"55",-2.161,1.856,"11185",1,500,"-1",4
"56",4.175,1.794,"11185",1,500,"1",4
"57",-2.196,8.198,"11185",1,500,"-1",2
"58",-1.607,1.371,"11185",1,500,"1",2
"59",-0.252,1.444,"11185",1,500,"-1",1
"60",1.765,5.602,"11185",1,500,"1",1
