"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.218,1.108,"10860",1,20,"-1"
"2",0.702,3.088,"10860",1,20,"1"
"3",-1.157,0.853,"10860",2,20,"-1"
"4",0.545,0.833,"10860",2,20,"1"
