"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.924943711158794,0.0750562888412056,0.105913429245048,0.894086570754952,"10619",1,20,"sign"
"2",0.790609137055838,0.209390862944162,0.177610333692142,0.822389666307858,"10619",1,20,"gaussian"
"3",0.937303036691366,0.0626969633086335,0.112491136359143,0.887508863640857,"10619",2,20,"sign"
"4",0.80166270783848,0.19833729216152,0.224462365591398,0.775537634408602,"10619",2,20,"gaussian"
"5",0.924926850771551,0.0750731492284489,0.10225339559153,0.89774660440847,"10619",3,20,"sign"
"6",0.791666666666667,0.208333333333333,0.263157894736842,0.736842105263158,"10619",3,20,"gaussian"
"7",0.851810040606965,0.148189959393035,0.148858840597993,0.851141159402007,"10619",4,20,"sign"
"8",0.763779527559055,0.236220472440945,0.182926829268293,0.817073170731707,"10619",4,20,"gaussian"
"9",0.844646775124159,0.155353224875841,0.151945443994652,0.848054556005348,"10619",5,20,"sign"
"10",0.776315789473684,0.223684210526316,0.136,0.864,"10619",5,20,"gaussian"
"11",0.859202432393303,0.140797567606697,0.0157200798997977,0.984279920100202,"10619",6,20,"sign"
"12",0.820224719101124,0.179775280898876,0.136752136752137,0.863247863247863,"10619",6,20,"gaussian"
