"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.215,1.151,"10127",1,20,"-1"
"2",0.671,3.154,"10127",1,20,"1"
"3",-0.244,0.901,"10127",2,20,"-1"
"4",0.589,2.713,"10127",2,20,"1"
"5",-0.465,0.979,"10127",3,20,"-1"
"6",0.501,2.619,"10127",3,20,"1"
"7",-0.035,0.948,"10127",4,20,"-1"
"8",0.038,2.741,"10127",4,20,"1"
"9",-0.781,2.422,"10127",5,20,"-1"
"10",0.034,0.812,"10127",5,20,"1"
"11",0.18,0.776,"10127",6,20,"-1"
"12",0.164,2.487,"10127",6,20,"1"
