"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-9.504,1.724,"9460",1,500,"-1",94
"2",0.97,3.349,"9460",1,500,"1",94
"3",-0.701,1.671,"9460",1,500,"-1",93
"4",2.904,1.179,"9460",1,500,"1",93
"5",0.014,0.71,"9460",1,500,"-1",92
"6",2.923,0.992,"9460",1,500,"1",92
"7",-3.317,0.174,"9460",1,500,"-1",91
"8",-0.613,1.055,"9460",1,500,"1",91
"9",0.976,0.765,"9460",1,500,"-1",90
"10",3.643,0.746,"9460",1,500,"1",90
"11",-3.538,2.49,"9460",1,500,"-1",89
"12",3.961,1.383,"9460",1,500,"1",89
"13",-0.924,1.108,"9460",1,500,"-1",88
"14",2.691,1.341,"9460",1,500,"1",88
"15",-10.658,9.489,"9460",1,500,"-1",87
"16",-0.314,3.164,"9460",1,500,"1",87
"17",-0.069,1.253,"9460",1,500,"-1",86
"18",3.508,0.627,"9460",1,500,"1",86
"19",-1.586,1.993,"9460",1,500,"-1",85
"20",3.739,1.299,"9460",1,500,"1",85
"21",1.349,2.409,"9460",1,500,"-1",84
"22",9.604,2.003,"9460",1,500,"1",84
"23",-7.422,0.934,"9460",1,500,"-1",83
"24",-1.363,3.148,"9460",1,500,"1",83
"25",-3.801,1.304,"9460",1,500,"-1",82
"26",0.04,1.06,"9460",1,500,"1",82
"27",-6.126,1.819,"9460",1,500,"-1",81
"28",-0.869,2.083,"9460",1,500,"1",81
"29",0.372,1.824,"9460",1,500,"-1",80
"30",5.086,1.871,"9460",1,500,"1",80
"31",-2.595,1.679,"9460",1,500,"-1",79
"32",1.226,5.45,"9460",1,500,"1",79
"33",-4.699,1.102,"9460",1,500,"-1",78
"34",2.449,2.637,"9460",1,500,"1",78
"35",-3.459,0.703,"9460",1,500,"-1",77
"36",-1.171,0.741,"9460",1,500,"1",77
"37",-3.308,0.97,"9460",1,500,"-1",76
"38",-1.022,0.742,"9460",1,500,"1",76
"39",-0.144,1.585,"9460",1,500,"-1",75
"40",3.027,1.044,"9460",1,500,"1",75
"41",0.657,0.919,"9460",1,500,"-1",74
"42",3.572,0.902,"9460",1,500,"1",74
"43",-1.617,1.94,"9460",1,500,"-1",73
"44",2.654,1.475,"9460",1,500,"1",73
"45",-4.958,0.297,"9460",1,500,"-1",72
"46",-1.508,1.298,"9460",1,500,"1",72
"47",-3.972,2.769,"9460",1,500,"-1",71
"48",3.111,2.911,"9460",1,500,"1",71
"49",-11.752,3.032,"9460",1,500,"-1",70
"50",-3.417,2.304,"9460",1,500,"1",70
"51",-2.592,3.677,"9460",1,500,"-1",69
"52",-2.041,0.917,"9460",1,500,"1",69
"53",-2.79,2.875,"9460",1,500,"-1",68
"54",2.848,1.521,"9460",1,500,"1",68
"55",0.317,3.595,"9460",1,500,"-1",67
"56",6.819,1.13,"9460",1,500,"1",67
"57",-3.039,1.938,"9460",1,500,"-1",66
"58",2.999,2.24,"9460",1,500,"1",66
"59",-7.054,3.646,"9460",1,500,"-1",65
"60",4.669,3.312,"9460",1,500,"1",65
"61",-2.759,2.815,"9460",1,500,"-1",64
"62",4.413,1.704,"9460",1,500,"1",64
"63",-5.935,3.019,"9460",1,500,"-1",63
"64",1.793,9.819,"9460",1,500,"1",63
"65",0.11,0.327,"9460",1,500,"-1",62
"66",1.425,0.466,"9460",1,500,"1",62
"67",-3.526,1.354,"9460",1,500,"-1",61
"68",0.584,1.799,"9460",1,500,"1",61
"69",-15.808,3.289,"9460",1,500,"-1",60
