"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.286,1.169,"11333",1,20,"-1"
"2",0.541,3.281,"11333",1,20,"1"
"3",-0.136,0.78,"11333",2,20,"-1"
"4",0.349,2.306,"11333",2,20,"1"
"5",-0.916,1.15,"11333",3,20,"-1"
"6",1.943,1.128,"11333",3,20,"1"
