"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-0.496,7.661,"10420",1,500,"-1",51
"2",15.663,2.58,"10420",1,500,"1",51
"3",-2.8,1.535,"10420",1,500,"-1",50
"4",4.227,2.976,"10420",1,500,"1",50
"5",-2.724,2.285,"10420",1,500,"-1",49
"6",4.547,1.563,"10420",1,500,"1",49
"7",-3.405,2.113,"10420",1,500,"-1",48
"8",1.605,1.702,"10420",1,500,"1",48
"9",-3.769,2.951,"10420",1,500,"-1",47
"10",2.936,1.935,"10420",1,500,"1",47
"11",-4.47,1.42,"10420",1,500,"-1",46
"12",-0.121,1.948,"10420",1,500,"1",46
"13",-1.36,1.903,"10420",1,500,"-1",45
"14",3.012,1.647,"10420",1,500,"1",45
"15",-3.529,5.4,"10420",1,500,"-1",44
"16",0.769,1.385,"10420",1,500,"1",44
"17",-0.254,2.5,"10420",1,500,"-1",43
"18",5.162,1.167,"10420",1,500,"1",43
"19",-0.772,1.037,"10420",1,500,"-1",42
"20",2.245,0.95,"10420",1,500,"1",42
"21",1.44,4.59,"10420",1,500,"-1",41
"22",1.552,1.488,"10420",1,500,"1",41
"23",-2.45,1.945,"10420",1,500,"-1",40
"24",5.218,1.315,"10420",1,500,"1",40
"25",-1.994,0.95,"10420",1,500,"-1",39
"26",2.489,1.69,"10420",1,500,"1",39
"27",-3.829,1.841,"10420",1,500,"-1",38
"28",0.974,0.673,"10420",1,500,"1",38
"29",-0.091,2.792,"10420",1,500,"-1",37
"30",0.319,0.78,"10420",1,500,"1",37
"31",-1.107,0.515,"10420",1,500,"-1",36
"32",0.722,0.615,"10420",1,500,"1",36
"33",-2.214,2.632,"10420",1,500,"-1",34
"34",6.943,3.967,"10420",1,500,"1",34
"35",-2.159,3.151,"10420",1,500,"-1",33
"36",2.91,1.43,"10420",1,500,"1",33
"37",-2.239,1.443,"10420",1,500,"-1",32
"38",1.413,0.96,"10420",1,500,"1",32
"39",-1.51,0.5,"10420",1,500,"-1",31
"40",0.926,1.052,"10420",1,500,"1",31
"41",-2.358,0.78,"10420",1,500,"-1",30
"42",0.551,0.976,"10420",1,500,"1",30
"43",-2.818,2.332,"10420",1,500,"-1",29
"44",3.784,2.544,"10420",1,500,"1",29
"45",-4.349,1.228,"10420",1,500,"-1",28
"46",1.183,2.444,"10420",1,500,"1",28
"47",-4.544,1.234,"10420",1,500,"-1",27
"48",1.711,2.916,"10420",1,500,"1",27
"49",2.275,1.561,"10420",1,500,"-1",26
"50",6.674,1.174,"10420",1,500,"1",26
"51",-1.272,1.657,"10420",1,500,"-1",25
"52",4.11,0.25,"10420",1,500,"1",25
"53",-2.05,1.547,"10420",1,500,"-1",24
"54",1.673,1.066,"10420",1,500,"1",24
"55",-0.845,1.072,"10420",1,500,"-1",23
"56",2.991,1.524,"10420",1,500,"1",23
"57",-0.613,0.701,"10420",1,500,"-1",22
"58",2.108,0.979,"10420",1,500,"1",22
"59",-0.692,1.121,"10420",1,500,"-1",21
"60",3.396,0.887,"10420",1,500,"1",21
"61",0.167,1.832,"10420",1,500,"-1",20
"62",5.439,1.132,"10420",1,500,"1",20
"63",-3.084,1.861,"10420",1,500,"-1",19
"64",2.483,1.927,"10420",1,500,"1",19
"65",-1.619,9.733,"10420",1,500,"-1",18
"66",1.937,2.321,"10420",1,500,"1",18
"67",-6.803,2.319,"10420",1,500,"-1",17
"68",1.317,2.724,"10420",1,500,"1",17
"69",-0.97,2.017,"10420",1,500,"-1",16
"70",4.839,1.77,"10420",1,500,"1",16
"71",0.707,0,"10420",1,500,"-1",15
"72",0.707,0.707,"10420",1,500,"1",15
"73",-6.728,2.398,"10420",1,500,"-1",14
"74",-0.149,1.744,"10420",1,500,"1",14
"75",-1.258,6.293,"10420",1,500,"-1",13
"76",1.247,1.41,"10420",1,500,"1",13
"77",-4.74,2.163,"10420",1,500,"-1",12
"78",-0.073,1.818,"10420",1,500,"1",12
"79",-3.259,4.045,"10420",1,500,"-1",11
"80",-0.393,1.328,"10420",1,500,"1",11
"81",-1.506,2.647,"10420",1,500,"-1",10
"82",4.705,2.039,"10420",1,500,"1",10
"83",-2.236,1.742,"10420",1,500,"-1",9
"84",2.337,1.214,"10420",1,500,"1",9
"85",-5.697,2.64,"10420",1,500,"-1",8
"86",2.822,3.029,"10420",1,500,"1",8
"87",-3,0,"10420",1,500,"-1",7
"88",0.529,1.882,"10420",1,500,"1",7
"89",-2.252,3.084,"10420",1,500,"-1",6
"90",4.192,1.847,"10420",1,500,"1",6
"91",-4.845,3.358,"10420",1,500,"-1",5
"92",2.871,2.53,"10420",1,500,"1",5
"93",-4.024,2.324,"10420",1,500,"-1",4
"94",2.226,2.113,"10420",1,500,"1",4
"95",0.461,0.748,"10420",1,500,"-1",3
"96",1.464,1.728,"10420",1,500,"1",3
"97",-1.808,3.273,"10420",1,500,"-1",2
"98",11.191,3.559,"10420",1,500,"1",2
"99",3.569,2.223,"10420",1,500,"-1",1
"100",12.571,4.398,"10420",1,500,"1",1
