"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.244,1.136,"10379",1,20,"-1"
"2",0.636,3.249,"10379",1,20,"1"
"3",-0.242,1.092,"10379",2,20,"-1"
"4",0.194,3.072,"10379",2,20,"1"
"5",-1.755,1.235,"10379",3,20,"-1"
"6",0.77,1.192,"10379",3,20,"1"
"7",0.024,1.115,"10379",4,20,"-1"
"8",3.167,0.976,"10379",4,20,"1"
