"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model","segs"
"1",0.857148719576004,0.142851280423996,7.64487987328673e-11,0.999999999923551,"11234",1,500,"sign",1
"2",0.714285714285714,0.285714285714286,0.08,0.92,"11234",1,500,"gaussian",1
"3",0.921878078714993,0.0781219212850074,0.0610577745712136,0.938942225428786,"11234",1,500,"sign",2
"4",0.88,0.12,0.170731707317073,0.829268292682927,"11234",1,500,"gaussian",2
"5",1,1.04540404654775e-34,0.551659702440512,0.448340297559488,"11234",1,500,"sign",3
"6",1,0,1,0,"11234",1,500,"gaussian",3
"7",0.934809542944747,0.0651904570552528,0.0213707705801865,0.978629229419813,"11234",1,500,"sign",4
"8",0.9,0.1,0.0588235294117647,0.941176470588235,"11234",1,500,"gaussian",4
"9",0.977933081767837,0.022066918232163,0.0256968759056861,0.974303124094314,"11234",1,500,"sign",5
"10",0.822222222222222,0.177777777777778,0.0714285714285714,0.928571428571429,"11234",1,500,"gaussian",5
"11",0.960451475684007,0.0395485243159932,0.035400219351158,0.964599780648842,"11234",1,500,"sign",6
"12",0.857142857142857,0.142857142857143,0.153846153846154,0.846153846153846,"11234",1,500,"gaussian",6
"13",0.96008685133667,0.0399131486633298,0.10067214574317,0.89932785425683,"11234",1,500,"sign",7
"14",0.95,0.05,0.133333333333333,0.866666666666667,"11234",1,500,"gaussian",7
"15",0.954487603915658,0.0455123960843419,0.033364143191377,0.966635856808623,"11234",1,500,"sign",8
"16",0.870967741935484,0.129032258064516,0.153846153846154,0.846153846153846,"11234",1,500,"gaussian",8
"17",0.923334973498995,0.0766650265010053,0.100454782026192,0.899545217973808,"11234",1,500,"sign",9
"18",1,0,0,1,"11234",1,500,"gaussian",9
"19",0.967118093493919,0.0328819065060804,0.0281737986497063,0.971826201350294,"11234",1,500,"sign",10
"20",0.903846153846154,0.0961538461538462,0.0537634408602151,0.946236559139785,"11234",1,500,"gaussian",10
"21",0.976354687717512,0.0236453122824878,0.0641679498532435,0.935832050146756,"11234",1,500,"sign",11
"22",0.764705882352941,0.235294117647059,0.121951219512195,0.878048780487805,"11234",1,500,"gaussian",11
"23",0.934406803595597,0.0655931964044027,0.0668320374828168,0.933167962517183,"11234",1,500,"sign",12
"24",0.824175824175824,0.175824175824176,0.104575163398693,0.895424836601307,"11234",1,500,"gaussian",12
"25",0.959970242055306,0.0400297579446938,0.0563788423222053,0.943621157677795,"11234",1,500,"sign",13
"26",0.846153846153846,0.153846153846154,0.0967741935483871,0.903225806451613,"11234",1,500,"gaussian",13
"27",0.879274415384407,0.120725584615593,0.179664394880626,0.820335605119374,"11234",1,500,"sign",14
"28",0.830769230769231,0.169230769230769,0.2,0.8,"11234",1,500,"gaussian",14
"29",0.949599803082347,0.0504001969176527,0.0276752129629449,0.972324787037055,"11234",1,500,"sign",15
"30",0.945945945945946,0.0540540540540541,0.157894736842105,0.842105263157895,"11234",1,500,"gaussian",15
"31",0,1,1,3.787300375786e-22,"11234",1,500,"sign",16
"32",1,0,0,1,"11234",1,500,"gaussian",16
"33",0.982414741400236,0.0175852585997643,0.0337870934189868,0.966212906581013,"11234",1,500,"sign",17
"34",0.868852459016393,0.131147540983607,0.0707964601769911,0.929203539823009,"11234",1,500,"gaussian",17
"35",0.97635625523611,0.02364374476389,0.0610775644958999,0.9389224355041,"11234",1,500,"sign",18
"36",0.935185185185185,0.0648148148148148,0.285714285714286,0.714285714285714,"11234",1,500,"gaussian",18
"37",0.942543779597585,0.0574562204024149,0.051584265566472,0.948415734433528,"11234",1,500,"sign",19
"38",0.966101694915254,0.0338983050847458,0.2,0.8,"11234",1,500,"gaussian",19
"39",0.907300077810134,0.0926999221898659,0.0907494772558293,0.909250522744171,"11234",1,500,"sign",20
"40",0.914285714285714,0.0857142857142857,0.444444444444444,0.555555555555556,"11234",1,500,"gaussian",20
"41",0.950049758262636,0.049950241737364,0.0828679145364412,0.917132085463559,"11234",1,500,"sign",21
"42",0.904761904761905,0.0952380952380952,0.150943396226415,0.849056603773585,"11234",1,500,"gaussian",21
"43",0.932457131924425,0.0675428680755747,0.0775798242283628,0.922420175771637,"11234",1,500,"sign",23
"44",0.931034482758621,0.0689655172413793,0.142857142857143,0.857142857142857,"11234",1,500,"gaussian",23
"45",0.976432449613859,0.0235675503861414,0.0538810036449357,0.946118996355064,"11234",1,500,"sign",24
"46",0.8125,0.1875,0.0666666666666667,0.933333333333333,"11234",1,500,"gaussian",24
"47",0.942839052361197,0.0571609476388026,0.0560699805479529,0.943930019452047,"11234",1,500,"sign",25
"48",0.882352941176471,0.117647058823529,0.0684931506849315,0.931506849315068,"11234",1,500,"gaussian",25
"49",0.970311288288698,0.0296887117113024,0.0129627854855587,0.987037214514441,"11234",1,500,"sign",26
"50",0.96969696969697,0.0303030303030303,0.25,0.75,"11234",1,500,"gaussian",26
"51",0.97514964616566,0.02485035383434,0.061491258255888,0.938508741744112,"11234",1,500,"sign",27
"52",0.666666666666667,0.333333333333333,0.0392156862745098,0.96078431372549,"11234",1,500,"gaussian",27
"53",0.970210857247446,0.0297891427525537,0.0379267667578365,0.962073233242163,"11234",1,500,"sign",28
"54",0.82051282051282,0.179487179487179,0.122950819672131,0.877049180327869,"11234",1,500,"gaussian",28
