"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model","segs"
"1",0.972876255652416,0.0271237443475845,0.0688359674891501,0.93116403251085,"10127",1,500,"sign",1
"2",0.740740740740741,0.259259259259259,0.0921052631578947,0.907894736842105,"10127",1,500,"gaussian",1
"3",0.95894650384369,0.0410534961563105,0.0754045847076787,0.924595415292321,"10127",1,500,"sign",2
"4",0.935897435897436,0.0641025641025641,0.1875,0.8125,"10127",1,500,"gaussian",2
"5",0.909203535943937,0.0907964640560626,0.250872142123321,0.749127857876679,"10127",1,500,"sign",3
"6",0.875,0.125,0.285714285714286,0.714285714285714,"10127",1,500,"gaussian",3
"7",0.916282999390467,0.0837170006095326,0.0412954657318214,0.958704534268179,"10127",1,500,"sign",4
"8",0.7,0.3,0.0857142857142857,0.914285714285714,"10127",1,500,"gaussian",4
"9",0.977335139396185,0.022664860603815,0.112681486717637,0.887318513282363,"10127",1,500,"sign",6
"10",0.826086956521739,0.173913043478261,0.133333333333333,0.866666666666667,"10127",1,500,"gaussian",6
"11",0.854294177405509,0.145705822594492,0.0833224289777954,0.916677571022205,"10127",1,500,"sign",7
"12",0.75,0.25,0.217391304347826,0.782608695652174,"10127",1,500,"gaussian",7
"13",0.890225387907358,0.109774612092642,0.128821588915552,0.871178411084448,"10127",1,500,"sign",8
"14",0.903846153846154,0.0961538461538462,0.230769230769231,0.769230769230769,"10127",1,500,"gaussian",8
"15",0.975966703714849,0.0240332962851507,0.0475044889851536,0.952495511014846,"10127",1,500,"sign",9
"16",0.965909090909091,0.0340909090909091,0.15,0.85,"10127",1,500,"gaussian",9
"17",0.942903420702007,0.0570965792979932,0.0946700863484018,0.905329913651598,"10127",1,500,"sign",10
"18",0.91304347826087,0.0869565217391304,0.0909090909090909,0.909090909090909,"10127",1,500,"gaussian",10
"19",0.938889919552773,0.0611100804472272,0.0180137700675632,0.981986229932437,"10127",1,500,"sign",11
"20",0.931818181818182,0.0681818181818182,0.03,0.97,"10127",1,500,"gaussian",11
"21",0.947996001646651,0.0520039983533488,0.0229390509333263,0.977060949066674,"10127",1,500,"sign",12
"22",0.896551724137931,0.103448275862069,0.117647058823529,0.882352941176471,"10127",1,500,"gaussian",12
"23",0.970955653659483,0.0290443463405169,0.0336559020782881,0.966344097921712,"10127",1,500,"sign",13
"24",0.905660377358491,0.0943396226415094,0.0595238095238095,0.94047619047619,"10127",1,500,"gaussian",13
"25",0.927616086092874,0.072383913907126,0.0155871057541088,0.984412894245891,"10127",1,500,"sign",14
"26",0.897435897435897,0.102564102564103,0.128205128205128,0.871794871794872,"10127",1,500,"gaussian",14
"27",0.935798353930567,0.0642016460694327,0.0579717322565463,0.942028267743454,"10127",1,500,"sign",15
"28",0.897058823529412,0.102941176470588,0.109375,0.890625,"10127",1,500,"gaussian",15
"29",0.896625991102157,0.103374008897843,0.349580595782585,0.650419404217414,"10127",1,500,"sign",16
"30",1,0,0.5,0.5,"10127",1,500,"gaussian",16
"31",0.948929307660229,0.0510706923397715,0.0474704776995052,0.952529522300495,"10127",1,500,"sign",17
"32",0.892857142857143,0.107142857142857,0.0875,0.9125,"10127",1,500,"gaussian",17
"33",0.9375,0.0625,0.142857142857143,0.857142857142857,"10127",1,500,"sign",18
"34",0.823529411764706,0.176470588235294,0.103448275862069,0.896551724137931,"10127",1,500,"gaussian",18
"35",0.922608217797293,0.077391782202707,0.105010643845744,0.894989356154256,"10127",1,500,"sign",19
"36",0.869565217391304,0.130434782608696,0.0888888888888889,0.911111111111111,"10127",1,500,"gaussian",19
"37",0.945761731295569,0.0542382687044312,0.0932742594720238,0.906725740527976,"10127",1,500,"sign",20
"38",0.882352941176471,0.117647058823529,0.230769230769231,0.769230769230769,"10127",1,500,"gaussian",20
"39",0.942837158545616,0.0571628414543839,0.0535138913929885,0.946486108607012,"10127",1,500,"sign",21
"40",0.94047619047619,0.0595238095238095,0.078125,0.921875,"10127",1,500,"gaussian",21
"41",0.970640999471132,0.0293590005288681,0.0389111328106456,0.961088867189354,"10127",1,500,"sign",22
"42",0.928571428571429,0.0714285714285714,0.25,0.75,"10127",1,500,"gaussian",22
"43",0.936320164297048,0.0636798357029523,0.0581016154613041,0.941898384538696,"10127",1,500,"sign",23
"44",0.814814814814815,0.185185185185185,0.3,0.7,"10127",1,500,"gaussian",23
"45",0.857426305022983,0.142573694977017,0.134093185105514,0.865906814894486,"10127",1,500,"sign",24
"46",1,0,1,0,"10127",1,500,"gaussian",24
"47",0.942858636558561,0.0571413634414388,0.0898022611058696,0.91019773889413,"10127",1,500,"sign",25
"48",0.907216494845361,0.0927835051546392,0.145161290322581,0.854838709677419,"10127",1,500,"gaussian",25
"49",0.972265516766046,0.0277344832339539,0.0138094656247607,0.986190534375239,"10127",1,500,"sign",26
"50",0.780487804878049,0.219512195121951,0.121621621621622,0.878378378378378,"10127",1,500,"gaussian",26
"51",0.925900129650415,0.0740998703495845,0.0586073922312096,0.94139260776879,"10127",1,500,"sign",27
"52",0.875,0.125,0.125,0.875,"10127",1,500,"gaussian",27
"53",0.804556532937527,0.195443467062473,0.207052977079649,0.792947022920351,"10127",1,500,"sign",28
"54",1,0,1,0,"10127",1,500,"gaussian",28
"55",0.96503994882601,0.0349600511739902,0.0168005690162037,0.983199430983796,"10127",1,500,"sign",29
"56",0.880952380952381,0.119047619047619,0.122448979591837,0.877551020408163,"10127",1,500,"gaussian",29
"57",0.889700331074393,0.110299668925607,0.0650121113160269,0.934987888683973,"10127",1,500,"sign",30
"58",0.933333333333333,0.0666666666666667,0.0588235294117647,0.941176470588235,"10127",1,500,"gaussian",30
"59",0.972971547473666,0.0270284525263342,0.0616111934730819,0.938388806526918,"10127",1,500,"sign",31
"60",0.888888888888889,0.111111111111111,0.0526315789473684,0.947368421052632,"10127",1,500,"gaussian",31
"61",0.971224062620062,0.0287759373799378,0.0396830577194418,0.960316942280558,"10127",1,500,"sign",32
"62",0.625,0.375,0.0566037735849057,0.943396226415094,"10127",1,500,"gaussian",32
"63",0.98539627257028,0.0146037274297201,0.0402109779075847,0.959789022092415,"10127",1,500,"sign",33
"64",0.935714285714286,0.0642857142857143,0.0699300699300699,0.93006993006993,"10127",1,500,"gaussian",33
"65",0,1,1,3.787300375786e-22,"10127",1,500,"sign",34
"66",1,0,0,1,"10127",1,500,"gaussian",34
"67",0.921799271505821,0.0782007284941788,0.0497676873065512,0.950232312693449,"10127",1,500,"sign",35
"68",0.833333333333333,0.166666666666667,0.2,0.8,"10127",1,500,"gaussian",35
"69",0.999999996904813,3.09518665415929e-09,0.0357072233169816,0.964292776683018,"10127",1,500,"sign",36
"70",0.92,0.08,0.0833333333333333,0.916666666666667,"10127",1,500,"gaussian",36
"71",0.956335445334586,0.0436645546654144,0.0522678579492275,0.947732142050772,"10127",1,500,"sign",37
"72",0.842105263157895,0.157894736842105,0.107142857142857,0.892857142857143,"10127",1,500,"gaussian",37
"73",0.986267192798549,0.013732807201451,0.0502200263665825,0.949779973633417,"10127",1,500,"sign",38
"74",0.852941176470588,0.147058823529412,0.0847457627118644,0.915254237288136,"10127",1,500,"gaussian",38
"75",0.927434259026852,0.0725657409731481,0.153275065722579,0.846724934277421,"10127",1,500,"sign",39
"76",0.810344827586207,0.189655172413793,0.230769230769231,0.769230769230769,"10127",1,500,"gaussian",39
"77",0.883672046826708,0.116327953173292,0.0815905894248417,0.918409410575158,"10127",1,500,"sign",40
"78",0.714285714285714,0.285714285714286,0.05,0.95,"10127",1,500,"gaussian",40
"79",0.91516617618186,0.0848338238181404,0.0907550572206852,0.909244942779315,"10127",1,500,"sign",41
"80",0.806451612903226,0.193548387096774,0.0952380952380952,0.904761904761905,"10127",1,500,"gaussian",41
"81",0.901325335615015,0.0986746643849852,0.0793238736204362,0.920676126379564,"10127",1,500,"sign",42
"82",0.888888888888889,0.111111111111111,0.454545454545455,0.545454545454545,"10127",1,500,"gaussian",42
"83",0.852931922633266,0.147068077366734,0.0846410681428193,0.915358931857181,"10127",1,500,"sign",43
"84",0.736842105263158,0.263157894736842,0.108695652173913,0.891304347826087,"10127",1,500,"gaussian",43
"85",0.912204969688295,0.0877950303117052,0.151959622880983,0.848040377119017,"10127",1,500,"sign",44
"86",0.5,0.5,0.214285714285714,0.785714285714286,"10127",1,500,"gaussian",44
"87",0.50001345604881,0.49998654395119,0.499585664383805,0.500414335616195,"10127",1,500,"sign",45
"88",0.910714285714286,0.0892857142857143,0.108695652173913,0.891304347826087,"10127",1,500,"gaussian",45
"89",0.974070962454277,0.0259290375457228,0.0612317030850233,0.938768296914977,"10127",1,500,"sign",46
"90",0.957446808510638,0.0425531914893617,0.230769230769231,0.769230769230769,"10127",1,500,"gaussian",46
"91",0.981236398771675,0.0187636012283255,0.0331193404478386,0.966880659552161,"10127",1,500,"sign",47
"92",0.925925925925926,0.0740740740740741,0.125,0.875,"10127",1,500,"gaussian",47
"93",0.964245020458149,0.0357549795418511,0.0487193219101413,0.951280678089859,"10127",1,500,"sign",48
"94",0.948453608247423,0.0515463917525773,0.263157894736842,0.736842105263158,"10127",1,500,"gaussian",48
"95",0.877469047455078,0.122530952544922,0.146826522689929,0.853173477310071,"10127",1,500,"sign",49
