"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-4.842,3.012,"9756",1,500,"-1",70
"2",3.76,2.909,"9756",1,500,"1",70
"3",-3.113,1.411,"9756",1,500,"-1",69
"4",2.067,2.128,"9756",1,500,"1",69
"5",-1.556,2.745,"9756",1,500,"-1",67
"6",7.962,2.849,"9756",1,500,"1",67
"7",-0.11,2.515,"9756",1,500,"-1",66
"8",8.799,2.144,"9756",1,500,"1",66
"9",-7.991,1.826,"9756",1,500,"-1",64
"10",1.035,2.971,"9756",1,500,"1",64
"11",-4.652,3.177,"9756",1,500,"-1",63
"12",5.297,2.719,"9756",1,500,"1",63
"13",-2.055,1.369,"9756",1,500,"-1",62
"14",1.997,1.297,"9756",1,500,"1",62
"15",-3.149,3.11,"9756",1,500,"-1",61
"16",2.582,1.68,"9756",1,500,"1",61
"17",-3.375,3.336,"9756",1,500,"-1",60
"18",1.047,0.955,"9756",1,500,"1",60
"19",0.168,0.19,"9756",1,500,"-1",59
"20",1.191,0.427,"9756",1,500,"1",59
"21",-0.86,2.57,"9756",1,500,"-1",58
"22",5.78,2.296,"9756",1,500,"1",58
"23",-3.607,2.892,"9756",1,500,"-1",57
"24",4.371,2.657,"9756",1,500,"1",57
"25",-2.375,0.12,"9756",1,500,"-1",56
"26",-0.149,1.04,"9756",1,500,"1",56
"27",0.858,1.374,"9756",1,500,"-1",55
"28",4.871,1.205,"9756",1,500,"1",55
"29",-8.857,0.847,"9756",1,500,"-1",54
"30",0.319,4.18,"9756",1,500,"1",54
"31",-1.831,0.305,"9756",1,500,"-1",53
"32",-0.634,0.428,"9756",1,500,"1",53
"33",0.216,2.858,"9756",1,500,"-1",52
"34",0.369,9.35,"9756",1,500,"1",52
"35",-4.693,9.55,"9756",1,500,"-1",50
"36",-1.111,2.998,"9756",1,500,"1",50
"37",0.078,2.373,"9756",1,500,"-1",49
"38",8.817,2.364,"9756",1,500,"1",49
"39",0.072,7.403,"9756",1,500,"-1",47
"40",0.744,1.222,"9756",1,500,"1",47
"41",-6.045,1.378,"9756",1,500,"-1",46
"42",-0.574,2.058,"9756",1,500,"1",46
"43",-2.87,2.119,"9756",1,500,"-1",45
"44",3.788,2.182,"9756",1,500,"1",45
"45",-2.5,1.511,"9756",1,500,"-1",44
"46",1.262,0.789,"9756",1,500,"1",44
"47",-2.368,1.07,"9756",1,500,"-1",43
"48",0.089,1.161,"9756",1,500,"1",43
"49",-4.891,0.796,"9756",1,500,"-1",42
"50",-1.326,0.921,"9756",1,500,"1",42
"51",-0.564,0.866,"9756",1,500,"-1",41
"52",0.419,3.644,"9756",1,500,"1",41
"53",0.592,0.575,"9756",1,500,"-1",40
"54",4.178,1.011,"9756",1,500,"1",40
"55",-0.132,1.705,"9756",1,500,"-1",39
"56",3.884,0.884,"9756",1,500,"1",39
"57",-0.392,0.825,"9756",1,500,"-1",38
"58",2.467,0.845,"9756",1,500,"1",38
"59",1.221,1.024,"9756",1,500,"-1",37
"60",4.125,0.508,"9756",1,500,"1",37
"61",-0.995,0.862,"9756",1,500,"-1",36
"62",1.848,0.868,"9756",1,500,"1",36
"63",-1.249,1.503,"9756",1,500,"-1",35
"64",3.536,1.47,"9756",1,500,"1",35
"65",-4.982,1.331,"9756",1,500,"-1",34
"66",-1.175,1.28,"9756",1,500,"1",34
"67",2.4,1.665,"9756",1,500,"-1",33
"68",6,0,"9756",1,500,"1",33
"69",-13.067,2.763,"9756",1,500,"-1",32
"70",-0.737,4.833,"9756",1,500,"1",32
"71",-2.241,0.909,"9756",1,500,"-1",31
"72",0.592,0.758,"9756",1,500,"1",31
"73",-2.16,1.817,"9756",1,500,"-1",30
"74",2.501,1.183,"9756",1,500,"1",30
"75",-6.39,1.044,"9756",1,500,"-1",29
"76",-1.678,1.489,"9756",1,500,"1",29
"77",-6.802,1.899,"9756",1,500,"-1",28
"78",-0.209,2.359,"9756",1,500,"1",28
"79",-0.642,1.078,"9756",1,500,"-1",27
"80",1.247,4.195,"9756",1,500,"1",27
"81",-2.304,1.868,"9756",1,500,"-1",26
"82",3.329,2.042,"9756",1,500,"1",26
"83",-1.082,0.831,"9756",1,500,"-1",25
"84",2.307,1.138,"9756",1,500,"1",25
"85",-1.591,1.945,"9756",1,500,"-1",24
"86",4.864,2.004,"9756",1,500,"1",24
"87",-0.877,3.451,"9756",1,500,"-1",23
"88",1.032,0.762,"9756",1,500,"1",23
"89",-2.736,1.588,"9756",1,500,"-1",22
"90",1.793,1.779,"9756",1,500,"1",22
"91",-6.929,1.905,"9756",1,500,"-1",21
"92",-1.205,2.138,"9756",1,500,"1",21
"93",-2.964,2.308,"9756",1,500,"-1",20
"94",4.449,1.763,"9756",1,500,"1",20
"95",-2.781,1.765,"9756",1,500,"-1",19
"96",1.82,1.172,"9756",1,500,"1",19
"97",-0.123,1.212,"9756",1,500,"-1",18
"98",4.075,1.287,"9756",1,500,"1",18
"99",0.707,0,"9756",1,500,"-1",17
"100",0.707,0.707,"9756",1,500,"1",17
"101",-3.986,1.08,"9756",1,500,"-1",16
"102",2.339,2.154,"9756",1,500,"1",16
"103",-9.747,2.857,"9756",1,500,"-1",14
"104",0.666,3.536,"9756",1,500,"1",14
"105",-5.333,0.995,"9756",1,500,"-1",13
"106",-0.388,1.596,"9756",1,500,"1",13
"107",-11.611,2.164,"9756",1,500,"-1",12
"108",-1.911,3.488,"9756",1,500,"1",12
"109",-1.164,2.191,"9756",1,500,"-1",11
"110",5.166,1.135,"9756",1,500,"1",11
"111",-2.042,1.366,"9756",1,500,"-1",10
"112",2.347,1.478,"9756",1,500,"1",10
"113",-0.07,0.503,"9756",1,500,"-1",9
"114",1.712,0.751,"9756",1,500,"1",9
"115",-0.82,0.718,"9756",1,500,"-1",8
"116",2.089,0.963,"9756",1,500,"1",8
"117",-5.766,2.576,"9756",1,500,"-1",7
"118",1.99,3.522,"9756",1,500,"1",7
"119",-0.27,1.784,"9756",1,500,"-1",6
"120",4.385,1.181,"9756",1,500,"1",6
"121",-1.141,1.856,"9756",1,500,"-1",5
"122",4.536,1.135,"9756",1,500,"1",5
"123",-1.486,3.825,"9756",1,500,"-1",3
"124",8.346,3.109,"9756",1,500,"1",3
"125",-2.15,0.995,"9756",1,500,"-1",2
"126",0.665,1.776,"9756",1,500,"1",2
"127",-0.559,1.374,"9756",1,500,"-1",1
"128",2.159,3.657,"9756",1,500,"1",1
