"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-6.385,4.962,"9701",1,500,"-1",57
"2",5.215,4.57,"9701",1,500,"1",57
"3",-2.048,2.208,"9701",1,500,"-1",56
"4",4.748,1.029,"9701",1,500,"1",56
"5",-3.048,3.35,"9701",1,500,"-1",55
"6",5.817,2.497,"9701",1,500,"1",55
"7",-1.195,0.273,"9701",1,500,"-1",54
"8",0.684,0.433,"9701",1,500,"1",54
"9",-0.229,1.394,"9701",1,500,"-1",52
"10",4.193,1.268,"9701",1,500,"1",52
"11",-4.308,1.5,"9701",1,500,"-1",51
"12",2.334,2.999,"9701",1,500,"1",51
"13",-0.534,1.537,"9701",1,500,"-1",50
"14",-0.176,4.681,"9701",1,500,"1",50
"15",-3.367,3.049,"9701",1,500,"-1",49
"16",3.882,1.904,"9701",1,500,"1",49
"17",-6.908,2.306,"9701",1,500,"-1",48
"18",5.002,3.955,"9701",1,500,"1",48
"19",-1.719,3.498,"9701",1,500,"-1",47
"20",5.911,1.903,"9701",1,500,"1",47
"21",0.673,1.343,"9701",1,500,"-1",46
"22",3.27,5.973,"9701",1,500,"1",46
"23",-7.862,2.355,"9701",1,500,"-1",45
"24",1.927,3.196,"9701",1,500,"1",45
"25",-3.528,2.092,"9701",1,500,"-1",44
"26",2.494,1.878,"9701",1,500,"1",44
"27",-1.822,1.523,"9701",1,500,"-1",43
"28",2.326,1.28,"9701",1,500,"1",43
"29",-4.211,1.488,"9701",1,500,"-1",42
"30",-0.189,1.004,"9701",1,500,"1",42
"31",-2.265,2.111,"9701",1,500,"-1",41
"32",3.932,1.785,"9701",1,500,"1",41
"33",-3.347,0.857,"9701",1,500,"-1",40
"34",-0.802,1.084,"9701",1,500,"1",40
"35",-2.376,1.321,"9701",1,500,"-1",39
"36",1.801,0.879,"9701",1,500,"1",39
"37",-7.717,1.839,"9701",1,500,"-1",38
"38",2.187,3.259,"9701",1,500,"1",38
"39",-2.227,2.641,"9701",1,500,"-1",37
"40",5.755,1.805,"9701",1,500,"1",37
"41",-1.993,2.314,"9701",1,500,"-1",36
"42",4.061,0.952,"9701",1,500,"1",36
"43",-3.669,2.453,"9701",1,500,"-1",35
"44",3.535,2.459,"9701",1,500,"1",35
"45",-4.087,3.475,"9701",1,500,"-1",34
"46",3.49,3.217,"9701",1,500,"1",34
"47",-3.393,2.881,"9701",1,500,"-1",33
"48",4.114,2.524,"9701",1,500,"1",33
"49",-2.882,1.714,"9701",1,500,"-1",32
"50",1.925,1.595,"9701",1,500,"1",32
"51",0.337,1.934,"9701",1,500,"-1",31
"52",5.148,1.046,"9701",1,500,"1",31
"53",-6.168,2.536,"9701",1,500,"-1",30
"54",-0.184,2.193,"9701",1,500,"1",30
"55",-4.426,2.832,"9701",1,500,"-1",28
"56",2.924,2.566,"9701",1,500,"1",28
"57",-4.015,1.571,"9701",1,500,"-1",27
"58",1.254,1.589,"9701",1,500,"1",27
"59",-3.144,0.64,"9701",1,500,"-1",26
"60",1.385,1.011,"9701",1,500,"1",26
"61",-5.28,1.751,"9701",1,500,"-1",25
"62",1.31,3.086,"9701",1,500,"1",25
"63",-5.2,2.105,"9701",1,500,"-1",24
"64",0.961,2.155,"9701",1,500,"1",24
"65",-1.595,0.841,"9701",1,500,"-1",23
"66",1.109,0.784,"9701",1,500,"1",23
"67",-2.205,2.244,"9701",1,500,"-1",22
"68",5.004,1.213,"9701",1,500,"1",22
"69",-2.941,2.909,"9701",1,500,"-1",21
"70",4.236,1.893,"9701",1,500,"1",21
"71",-2.352,1.819,"9701",1,500,"-1",20
"72",4.257,2.975,"9701",1,500,"1",20
"73",0.31,0.432,"9701",1,500,"-1",19
"74",2.304,0.904,"9701",1,500,"1",19
"75",-4.501,1.036,"9701",1,500,"-1",18
"76",1.247,1.927,"9701",1,500,"1",18
"77",-1.603,3.845,"9701",1,500,"-1",17
"78",7.181,2.082,"9701",1,500,"1",17
"79",-7.38,1.559,"9701",1,500,"-1",16
"80",2.205,1.683,"9701",1,500,"1",16
"81",-2.021,1.261,"9701",1,500,"-1",15
"82",2.783,1.538,"9701",1,500,"1",15
"83",-1.536,1.07,"9701",1,500,"-1",14
"84",2.284,1.267,"9701",1,500,"1",14
"85",-2.099,0.282,"9701",1,500,"-1",13
"86",-0.193,0.82,"9701",1,500,"1",13
"87",-4.657,1.731,"9701",1,500,"-1",12
"88",1.414,2.225,"9701",1,500,"1",12
"89",-7.009,1.791,"9701",1,500,"-1",11
"90",-0.432,2.244,"9701",1,500,"1",11
"91",-4.172,1.727,"9701",1,500,"-1",10
"92",1.268,2.374,"9701",1,500,"1",10
"93",1.112,0.552,"9701",1,500,"-1",9
"94",2.679,0.454,"9701",1,500,"1",9
"95",-1.525,0.547,"9701",1,500,"-1",8
"96",0.459,0.579,"9701",1,500,"1",8
"97",-1.22,1.701,"9701",1,500,"-1",7
"98",2.627,0.626,"9701",1,500,"1",7
"99",-1.979,1.975,"9701",1,500,"-1",6
"100",5.207,0.56,"9701",1,500,"1",6
"101",-0.625,6.479,"9701",1,500,"-1",4
"102",-0.583,6.489,"9701",1,500,"1",4
"103",-5.012,2.516,"9701",1,500,"-1",3
"104",2.006,2.458,"9701",1,500,"1",3
"105",-5.726,0.448,"9701",1,500,"-1",2
"106",-2.297,1.363,"9701",1,500,"1",2
"107",-1.631,6.901,"9701",1,500,"-1",1
"108",0.333,1.413,"9701",1,500,"1",1
