"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.561,0.872,"11026",1,20,"-1"
"2",0.663,2.471,"11026",1,20,"1"
"3",-0.366,0.93,"11026",2,20,"-1"
"4",2.289,1.15,"11026",2,20,"1"
"5",-0.404,0.474,"11026",3,20,"-1"
"6",0.353,1.563,"11026",3,20,"1"
