"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.09,0.767,"11413",1,20,"-1"
"2",0.539,2.544,"11413",1,20,"1"
"3",-0.139,0.782,"11413",2,20,"-1"
"4",0.489,2.494,"11413",2,20,"1"
"5",-0.322,0.818,"11413",3,20,"-1"
"6",0.656,2.175,"11413",3,20,"1"
"7",-0.661,1.156,"11413",4,20,"-1"
"8",1.994,1.001,"11413",4,20,"1"
