"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-1.832,2.677,"9481",1,500,"-1",45
"2",5.448,2.07,"9481",1,500,"1",45
"3",-2.702,4.64,"9481",1,500,"-1",44
"4",-0.695,1.614,"9481",1,500,"1",44
"5",-3.461,2.613,"9481",1,500,"-1",43
"6",3.228,2.429,"9481",1,500,"1",43
"7",-0.206,0.611,"9481",1,500,"-1",42
"8",2.288,0.473,"9481",1,500,"1",42
"9",-1.667,0.881,"9481",1,500,"-1",41
"10",1.03,1.197,"9481",1,500,"1",41
"11",-5.297,3.461,"9481",1,500,"-1",39
"12",3.229,3.638,"9481",1,500,"1",39
"13",-2.82,1,"9481",1,500,"-1",37
"14",-0.581,0.575,"9481",1,500,"1",37
"15",-9.235,2.685,"9481",1,500,"-1",36
"16",-2.121,1.773,"9481",1,500,"1",36
"17",1.259,0.886,"9481",1,500,"-1",35
"18",3.947,0.533,"9481",1,500,"1",35
"19",-4.736,1.161,"9481",1,500,"-1",34
"20",1.78,2.096,"9481",1,500,"1",34
"21",-0.663,2.719,"9481",1,500,"-1",33
"22",9.738,2.969,"9481",1,500,"1",33
"23",-3.103,1.332,"9481",1,500,"-1",32
"24",1.712,1.587,"9481",1,500,"1",32
"25",1.269,1.102,"9481",1,500,"-1",31
"26",5.145,1.041,"9481",1,500,"1",31
"27",-1.492,1.335,"9481",1,500,"-1",30
"28",1.728,1.088,"9481",1,500,"1",30
"29",-0.354,1.419,"9481",1,500,"-1",29
"30",2.74,1.101,"9481",1,500,"1",29
"31",-3.375,1.55,"9481",1,500,"-1",28
"32",2.315,1.614,"9481",1,500,"1",28
"33",-4.437,1.917,"9481",1,500,"-1",27
"34",2.109,2.11,"9481",1,500,"1",27
"35",-2.01,2.867,"9481",1,500,"-1",26
"36",7.65,2.129,"9481",1,500,"1",26
"37",-0.514,0.399,"9481",1,500,"-1",25
"38",0.608,0.347,"9481",1,500,"1",25
"39",3.744,5.166,"9481",1,500,"-1",24
"40",12.65,0.557,"9481",1,500,"1",24
"41",-1.788,0.748,"9481",1,500,"-1",23
"42",1.965,0.806,"9481",1,500,"1",23
"43",-2.738,2.338,"9481",1,500,"-1",22
"44",2.891,1.603,"9481",1,500,"1",22
"45",-0.819,1.695,"9481",1,500,"-1",21
"46",2.364,1.151,"9481",1,500,"1",21
"47",-0.479,1.23,"9481",1,500,"-1",20
"48",3.914,1.241,"9481",1,500,"1",20
"49",-1.18,2.505,"9481",1,500,"-1",19
"50",6.313,2.201,"9481",1,500,"1",19
"51",-3.071,1.936,"9481",1,500,"-1",18
"52",2.584,2.096,"9481",1,500,"1",18
"53",-2.438,1.501,"9481",1,500,"-1",17
"54",1.399,1.343,"9481",1,500,"1",17
"55",-3.656,1.42,"9481",1,500,"-1",16
"56",0.906,1.946,"9481",1,500,"1",16
"57",-1.088,0.834,"9481",1,500,"-1",15
"58",1.316,1.022,"9481",1,500,"1",15
"59",0.958,0.965,"9481",1,500,"-1",14
"60",4.205,0.474,"9481",1,500,"1",14
"61",-1.012,1.771,"9481",1,500,"-1",13
"62",0.843,0.592,"9481",1,500,"1",13
"63",-4.18,0.796,"9481",1,500,"-1",12
"64",0.373,1.518,"9481",1,500,"1",12
"65",-4.399,2.066,"9481",1,500,"-1",11
"66",2.781,2.308,"9481",1,500,"1",11
"67",-2.082,1.924,"9481",1,500,"-1",10
"68",2.844,1.991,"9481",1,500,"1",10
"69",-2.622,1.153,"9481",1,500,"-1",9
"70",0.307,0.64,"9481",1,500,"1",9
"71",-3.218,2.381,"9481",1,500,"-1",8
"72",2.73,2.123,"9481",1,500,"1",8
"73",-1.233,2.106,"9481",1,500,"-1",7
"74",4.023,1.458,"9481",1,500,"1",7
"75",-2.271,1.252,"9481",1,500,"-1",6
"76",-0.165,1.403,"9481",1,500,"1",6
"77",-2.652,2.093,"9481",1,500,"-1",5
"78",2.525,2.078,"9481",1,500,"1",5
"79",-2.001,4.536,"9481",1,500,"-1",4
"80",0.955,1.434,"9481",1,500,"1",4
"81",-0.887,1.856,"9481",1,500,"-1",3
"82",4.314,1.267,"9481",1,500,"1",3
"83",-0.487,0.802,"9481",1,500,"-1",2
"84",1.983,0.417,"9481",1,500,"1",2
"85",-0.877,0.833,"9481",1,500,"-1",1
"86",2.63,1.24,"9481",1,500,"1",1
