"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",0.265,0.822,"10400",1,500,"-1",11
"2",4.085,0.948,"10400",1,500,"1",11
"3",-4.681,1.255,"10400",1,500,"-1",10
"4",0.517,2.459,"10400",1,500,"1",10
"5",-8.197,2.804,"10400",1,500,"-1",9
"6",2.681,4.28,"10400",1,500,"1",9
"7",-3.424,2.074,"10400",1,500,"-1",8
"8",3.176,2.645,"10400",1,500,"1",8
"9",-3.871,1.15,"10400",1,500,"-1",7
"10",-0.701,0.544,"10400",1,500,"1",7
"11",-0.684,0.844,"10400",1,500,"-1",6
"12",2.458,2.002,"10400",1,500,"1",6
"13",-1.859,1.599,"10400",1,500,"-1",5
"14",2.196,0.898,"10400",1,500,"1",5
"15",-0.542,2.99,"10400",1,500,"-1",4
"16",6.858,1.689,"10400",1,500,"1",4
"17",-2.538,1.091,"10400",1,500,"-1",3
"18",1.886,1.372,"10400",1,500,"1",3
"19",-0.727,1.279,"10400",1,500,"-1",2
"20",2.414,0.746,"10400",1,500,"1",2
