"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.473,1.02,"11373",1,20,"-1"
"2",0.505,2.955,"11373",1,20,"1"
"3",-2.837,1.137,"11373",2,20,"-1"
"4",0.322,1.343,"11373",2,20,"1"
"5",-1.176,0.929,"11373",3,20,"-1"
"6",0.808,0.868,"11373",3,20,"1"
"7",-0.909,0.561,"11373",4,20,"-1"
"8",0.833,1.411,"11373",4,20,"1"
"9",0.217,0.788,"11373",5,20,"-1"
"10",0.936,2.477,"11373",5,20,"1"
