"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.04,0.88,"11296",1,20,"-1"
"2",-0.026,2.612,"11296",1,20,"1"
"3",-0.257,2.77,"11296",2,20,"-1"
"4",0.202,0.983,"11296",2,20,"1"
"5",-0.8,1.07,"11296",3,20,"-1"
"6",1.823,1.074,"11296",3,20,"1"
"7",-0.297,1.192,"11296",4,20,"-1"
"8",1.53,3.078,"11296",4,20,"1"
"9",-0.437,2.308,"11296",5,20,"-1"
"10",0.065,0.82,"11296",5,20,"1"
"11",-1.389,1.031,"11296",6,20,"-1"
"12",0.987,1.12,"11296",6,20,"1"
