"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.936348641670067,0.0636513583299331,0.11529499430002,0.88470500569998,"11031",1,20,"sign"
"2",0.7734375,0.2265625,0.192284508740205,0.807715491259795,"11031",1,20,"gaussian"
"3",0.955953825567275,0.0440461744327253,0.102141229076474,0.897858770923526,"11031",2,20,"sign"
"4",0.80060120240481,0.19939879759519,0.178155774395703,0.821844225604297,"11031",2,20,"gaussian"
"5",0.866747133578126,0.133252866421874,0.0970530411570396,0.90294695884296,"11031",3,20,"sign"
"6",0.759259259259259,0.240740740740741,0.157575757575758,0.842424242424242,"11031",3,20,"gaussian"
"7",0.895565329996497,0.104434670003503,0.116017758499304,0.883982241500696,"11031",4,20,"sign"
"8",0.757575757575758,0.242424242424242,0.113475177304965,0.886524822695035,"11031",4,20,"gaussian"
"9",0.931473246888811,0.0685267531111885,0.0940750599546202,0.90592494004538,"11031",5,20,"sign"
"10",0.752475247524752,0.247524752475248,0.151515151515152,0.848484848484849,"11031",5,20,"gaussian"
"11",0.906902142690014,0.0930978573099856,0.104051666449196,0.895948333550804,"11031",6,20,"sign"
"12",0.821428571428571,0.178571428571429,0.19047619047619,0.80952380952381,"11031",6,20,"gaussian"
