"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.036,3.292,"9388",1,20,"-1"
"2",0.031,1.199,"9388",1,20,"1"
"3",-0.31,1.039,"9388",2,20,"-1"
"4",0.722,3.019,"9388",2,20,"1"
"5",-0.973,0.805,"9388",3,20,"-1"
"6",0.885,0.833,"9388",3,20,"1"
