"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-1.419,2.647,"9463",1,500,"-1",24
"2",5.523,2.862,"9463",1,500,"1",24
"3",-3.634,2.994,"9463",1,500,"-1",23
"4",3.781,2.82,"9463",1,500,"1",23
"5",-5.725,1.417,"9463",1,500,"-1",22
"6",2.315,3.081,"9463",1,500,"1",22
"7",-0.931,3.001,"9463",1,500,"-1",21
"8",6.975,2.075,"9463",1,500,"1",21
"9",-0.955,0.935,"9463",1,500,"-1",20
"10",1.785,0.794,"9463",1,500,"1",20
"11",-2.278,1.813,"9463",1,500,"-1",19
"12",2.379,1.257,"9463",1,500,"1",19
"13",0.171,0.68,"9463",1,500,"-1",18
"14",2.618,0.818,"9463",1,500,"1",18
"15",-8.722,2.65,"9463",1,500,"-1",17
"16",1.45,2.994,"9463",1,500,"1",17
"17",-0.217,0.749,"9463",1,500,"-1",16
"18",1.762,0.966,"9463",1,500,"1",16
"19",-3.621,6.564,"9463",1,500,"-1",15
"20",-0.353,1.883,"9463",1,500,"1",15
"21",-3.449,1.918,"9463",1,500,"-1",14
"22",3.41,1.97,"9463",1,500,"1",14
"23",-4.105,5.076,"9463",1,500,"-1",13
"24",14.691,3.28,"9463",1,500,"1",13
"25",0.168,2.368,"9463",1,500,"-1",12
"26",1.548,7.861,"9463",1,500,"1",12
"27",-5.469,0.879,"9463",1,500,"-1",11
"28",-0.421,2.305,"9463",1,500,"1",11
"29",-3.739,1.869,"9463",1,500,"-1",10
"30",1.127,1.663,"9463",1,500,"1",10
"31",-3.515,1.355,"9463",1,500,"-1",9
"32",1.041,2.178,"9463",1,500,"1",9
"33",-0.584,1.157,"9463",1,500,"-1",8
"34",1.093,3.39,"9463",1,500,"1",8
"35",-1.35,2.41,"9463",1,500,"-1",7
"36",5.836,1.623,"9463",1,500,"1",7
"37",-6.434,1.292,"9463",1,500,"-1",6
"38",-2.457,1.585,"9463",1,500,"1",6
"39",-0.629,0.442,"9463",1,500,"-1",5
"40",0.577,0.568,"9463",1,500,"1",5
"41",-4.414,1.694,"9463",1,500,"-1",4
"42",1.332,2.306,"9463",1,500,"1",4
"43",-3.671,2.431,"9463",1,500,"-1",3
"44",3.022,2.622,"9463",1,500,"1",3
"45",-2.941,1.674,"9463",1,500,"-1",2
"46",3.059,2.795,"9463",1,500,"1",2
"47",-0.582,0.646,"9463",1,500,"-1",1
"48",1.912,0.844,"9463",1,500,"1",1
