"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-1.407,2.528,"10886",1,500,"-1",82
"2",5.956,2.204,"10886",1,500,"1",82
"3",-2.79,2.001,"10886",1,500,"-1",81
"4",2.688,1.167,"10886",1,500,"1",81
"5",0.325,1.403,"10886",1,500,"-1",80
"6",6.639,1.545,"10886",1,500,"1",80
"7",-1.901,2.086,"10886",1,500,"-1",79
"8",3.297,1.273,"10886",1,500,"1",79
"9",-1.808,2.272,"10886",1,500,"-1",78
"10",3.971,1.715,"10886",1,500,"1",78
"11",-5.51,1.069,"10886",1,500,"-1",77
"12",1.064,1.734,"10886",1,500,"1",77
"13",-3.786,1.552,"10886",1,500,"-1",76
"14",2.299,1.915,"10886",1,500,"1",76
"15",-6.807,2.626,"10886",1,500,"-1",75
"16",1.85,3.381,"10886",1,500,"1",75
"17",-5.092,3.553,"10886",1,500,"-1",74
"18",3.846,2.299,"10886",1,500,"1",74
"19",-2.172,2.998,"10886",1,500,"-1",73
"20",5.656,2.405,"10886",1,500,"1",73
"21",-4.341,3.066,"10886",1,500,"-1",72
"22",3.773,2.198,"10886",1,500,"1",72
"23",-5.116,0.975,"10886",1,500,"-1",71
"24",-0.213,2.053,"10886",1,500,"1",71
"25",-4.76,1.195,"10886",1,500,"-1",70
"26",-0.333,2.336,"10886",1,500,"1",70
"27",-4.795,1.754,"10886",1,500,"-1",69
"28",2.647,1.992,"10886",1,500,"1",69
"29",-1.352,1.165,"10886",1,500,"-1",68
"30",4.035,2.368,"10886",1,500,"1",68
"31",-1.249,0.348,"10886",1,500,"-1",67
"32",0.033,0.436,"10886",1,500,"1",67
"33",-2.482,0.801,"10886",1,500,"-1",66
"34",-0.478,0.739,"10886",1,500,"1",66
"35",-6.775,0.443,"10886",1,500,"-1",65
"36",-2.288,1.447,"10886",1,500,"1",65
"37",-3.414,0.608,"10886",1,500,"-1",64
"38",1.134,1.749,"10886",1,500,"1",64
"39",-5.875,3.685,"10886",1,500,"-1",63
"40",3.832,2.389,"10886",1,500,"1",63
"41",-4.46,2.034,"10886",1,500,"-1",62
"42",4.394,3.385,"10886",1,500,"1",62
"43",-2.571,0.376,"10886",1,500,"-1",61
"44",0.034,1.079,"10886",1,500,"1",61
"45",-2.443,3.258,"10886",1,500,"-1",60
"46",-0.308,0.676,"10886",1,500,"1",60
"47",-3.492,2.568,"10886",1,500,"-1",59
"48",3.447,2.898,"10886",1,500,"1",59
"49",-3.416,2.254,"10886",1,500,"-1",58
"50",3.667,1.633,"10886",1,500,"1",58
"51",-4.899,1.533,"10886",1,500,"-1",57
"52",-0.358,1.857,"10886",1,500,"1",57
"53",-5.337,3.469,"10886",1,500,"-1",56
"54",4.196,3.351,"10886",1,500,"1",56
