"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-0.018,3.271,"9991",1,500,"-1",22
"2",6.214,1.461,"9991",1,500,"1",22
"3",-1.386,1.428,"9991",1,500,"-1",21
"4",1.728,1.408,"9991",1,500,"1",21
"5",-0.794,1.309,"9991",1,500,"-1",20
"6",2.835,1.218,"9991",1,500,"1",20
"7",-2.038,1.343,"9991",1,500,"-1",19
"8",2.666,1.173,"9991",1,500,"1",19
"9",-4.64,1.524,"9991",1,500,"-1",18
"10",2.715,1.919,"9991",1,500,"1",18
"11",-5.267,1.038,"9991",1,500,"-1",17
"12",1.402,2.964,"9991",1,500,"1",17
"13",-5.05,2.668,"9991",1,500,"-1",16
"14",2.105,2.747,"9991",1,500,"1",16
"15",0.552,1.634,"9991",1,500,"-1",15
"16",4.956,1.283,"9991",1,500,"1",15
"17",-1.531,0.893,"9991",1,500,"-1",14
"18",1.062,1.246,"9991",1,500,"1",14
"19",-4.703,2.151,"9991",1,500,"-1",13
"20",0.021,1.743,"9991",1,500,"1",13
"21",-1.508,1.456,"9991",1,500,"-1",12
"22",2.158,1.599,"9991",1,500,"1",12
"23",-0.704,0.763,"9991",1,500,"-1",11
"24",2.035,0.689,"9991",1,500,"1",11
"25",-1.639,1.431,"9991",1,500,"-1",10
"26",1.515,1.186,"9991",1,500,"1",10
"27",-0.055,1.54,"9991",1,500,"-1",9
"28",4.43,1.093,"9991",1,500,"1",9
"29",-3.309,1.719,"9991",1,500,"-1",8
"30",0.589,1.196,"9991",1,500,"1",8
"31",-1.293,1.965,"9991",1,500,"-1",7
"32",2.948,1.329,"9991",1,500,"1",7
"33",-3.313,2.186,"9991",1,500,"-1",6
"34",1.515,0.998,"9991",1,500,"1",6
"35",-0.83,0.542,"9991",1,500,"-1",5
"36",1.955,1.133,"9991",1,500,"1",5
"37",-0.965,1.404,"9991",1,500,"-1",4
"38",2.503,1.107,"9991",1,500,"1",4
"39",2.233,1.03,"9991",1,500,"-1",3
"40",5.886,0.925,"9991",1,500,"1",3
"41",-0.937,1.414,"9991",1,500,"-1",2
"42",1.771,1.168,"9991",1,500,"1",2
"43",-0.298,1.033,"9991",1,500,"-1",1
"44",2.714,1.392,"9991",1,500,"1",1
