"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-0.852,0.535,"11127",1,500,"-1",38
"2",1.576,1.31,"11127",1,500,"1",38
"3",-1.509,1.994,"11127",1,500,"-1",37
"4",2.539,1.662,"11127",1,500,"1",37
"5",-3.846,3.163,"11127",1,500,"-1",36
"6",6.526,1.85,"11127",1,500,"1",36
"7",-8.251,1.958,"11127",1,500,"-1",35
"8",-0.639,1.758,"11127",1,500,"1",35
"9",-7.101,1.567,"11127",1,500,"-1",34
"10",0.039,2.319,"11127",1,500,"1",34
"11",-3.543,2.939,"11127",1,500,"-1",33
"12",3.756,6.242,"11127",1,500,"1",33
"13",1.387,0.96,"11127",1,500,"-1",32
"14",6.534,2.048,"11127",1,500,"1",32
"15",-9.962,2.715,"11127",1,500,"-1",31
"16",-0.402,2.227,"11127",1,500,"1",31
"17",-3.528,4.866,"11127",1,500,"-1",29
"18",7.599,2.383,"11127",1,500,"1",29
"19",-4.042,0.741,"11127",1,500,"-1",28
"20",-0.487,1.56,"11127",1,500,"1",28
"21",-0.559,1.315,"11127",1,500,"-1",27
"22",3.719,1.298,"11127",1,500,"1",27
"23",-1.266,5.06,"11127",1,500,"-1",25
"24",-0.019,1.093,"11127",1,500,"1",25
"25",-4.835,1.74,"11127",1,500,"-1",24
"26",1.011,1.939,"11127",1,500,"1",24
"27",-1.062,1.571,"11127",1,500,"-1",23
"28",4.806,1.548,"11127",1,500,"1",23
"29",-0.234,1.371,"11127",1,500,"-1",22
"30",2.675,5.232,"11127",1,500,"1",22
"31",-0.493,3.65,"11127",1,500,"-1",21
"32",8.59,1.913,"11127",1,500,"1",21
"33",-4.065,2.768,"11127",1,500,"-1",20
"34",3.865,3.223,"11127",1,500,"1",20
"35",-0.869,2.097,"11127",1,500,"-1",19
"36",6.468,2.284,"11127",1,500,"1",19
"37",-11.113,2.499,"11127",1,500,"-1",18
"38",-0.235,4.298,"11127",1,500,"1",18
"39",-5.152,0.985,"11127",1,500,"-1",17
"40",-1.864,0.885,"11127",1,500,"1",17
"41",-3.54,1.958,"11127",1,500,"-1",16
"42",1.497,2.348,"11127",1,500,"1",16
"43",-1.359,3.246,"11127",1,500,"-1",14
"44",5.457,1.247,"11127",1,500,"1",14
"45",-1.194,8.057,"11127",1,500,"-1",13
"46",-0.419,1.968,"11127",1,500,"1",13
"47",0.615,4.644,"11127",1,500,"-1",12
"48",0.648,1.172,"11127",1,500,"1",12
"49",-6.194,2.603,"11127",1,500,"-1",11
"50",1.963,2.072,"11127",1,500,"1",11
"51",-3.708,2.453,"11127",1,500,"-1",10
"52",4.284,2.53,"11127",1,500,"1",10
"53",-4.239,3.751,"11127",1,500,"-1",9
"54",5.662,3.586,"11127",1,500,"1",9
"55",-1.353,1.335,"11127",1,500,"-1",8
"56",2.318,0.946,"11127",1,500,"1",8
"57",0.883,3.443,"11127",1,500,"-1",7
"58",0.888,3.447,"11127",1,500,"1",7
"59",-1.813,0.944,"11127",1,500,"-1",6
"60",0.499,0.775,"11127",1,500,"1",6
"61",0.978,0.766,"11127",1,500,"-1",5
"62",3.646,0.743,"11127",1,500,"1",5
"63",-3.107,0.913,"11127",1,500,"-1",4
"64",1.732,2.158,"11127",1,500,"1",4
"65",-2.521,1.674,"11127",1,500,"-1",3
"66",-2.268,5.353,"11127",1,500,"1",3
"67",-1.751,2.389,"11127",1,500,"-1",2
"68",5.375,1.558,"11127",1,500,"1",2
"69",-2.14,1.741,"11127",1,500,"-1",1
"70",1.894,1.284,"11127",1,500,"1",1
