"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.232,3.034,"10837",1,20,"-1"
"2",0.027,1.091,"10837",1,20,"1"
"3",-0.106,1.276,"10837",2,20,"-1"
"4",-0.66,3.919,"10837",2,20,"1"
