"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-4.573,2.667,"11463",1,500,"-1",41
"2",5.856,3.485,"11463",1,500,"1",41
"3",-1.461,1.665,"11463",1,500,"-1",40
"4",4.163,2.049,"11463",1,500,"1",40
"5",2.057,1.121,"11463",1,500,"-1",39
"6",5.684,0.89,"11463",1,500,"1",39
"7",-1.936,0.948,"11463",1,500,"-1",38
"8",0.177,3.712,"11463",1,500,"1",38
"9",-2.947,3.821,"11463",1,500,"-1",37
"10",10.34,3.936,"11463",1,500,"1",37
"11",-2.517,2.256,"11463",1,500,"-1",36
"12",2.514,1.195,"11463",1,500,"1",36
"13",-1.132,2.603,"11463",1,500,"-1",35
"14",5.373,1.889,"11463",1,500,"1",35
"15",-2.194,1.738,"11463",1,500,"-1",34
"16",2.769,1.275,"11463",1,500,"1",34
"17",-2.85,1.97,"11463",1,500,"-1",33
"18",3.315,1.748,"11463",1,500,"1",33
"19",-0.854,0.955,"11463",1,500,"-1",31
"20",2.987,0.891,"11463",1,500,"1",31
"21",-1.252,1.852,"11463",1,500,"-1",30
"22",3.441,1.302,"11463",1,500,"1",30
"23",-7.843,2.005,"11463",1,500,"-1",28
"24",1.469,3.503,"11463",1,500,"1",28
"25",-5.23,1.993,"11463",1,500,"-1",27
"26",-0.954,1.217,"11463",1,500,"1",27
"27",1.027,1.988,"11463",1,500,"-1",26
"28",7.355,2.028,"11463",1,500,"1",26
"29",-3.198,1.403,"11463",1,500,"-1",25
"30",2.37,2.355,"11463",1,500,"1",25
"31",-1.735,0.933,"11463",1,500,"-1",24
"32",1.662,1.338,"11463",1,500,"1",24
"33",-0.514,1.438,"11463",1,500,"-1",23
"34",3.017,0.943,"11463",1,500,"1",23
"35",-1.6,2.782,"11463",1,500,"-1",22
"36",4.318,1.453,"11463",1,500,"1",22
"37",-6.504,2.998,"11463",1,500,"-1",21
"38",0.263,2.017,"11463",1,500,"1",21
"39",0.877,0.579,"11463",1,500,"-1",20
"40",2.675,0.548,"11463",1,500,"1",20
"41",-1.429,1.919,"11463",1,500,"-1",19
"42",0.388,7.779,"11463",1,500,"1",19
"43",-3.928,2.783,"11463",1,500,"-1",18
"44",4.505,2.649,"11463",1,500,"1",18
"45",-5.434,1.128,"11463",1,500,"-1",17
"46",0.065,2.458,"11463",1,500,"1",17
"47",-3.04,3.304,"11463",1,500,"-1",16
"48",4.447,1.834,"11463",1,500,"1",16
"49",-3.473,2.254,"11463",1,500,"-1",14
"50",2.368,1.665,"11463",1,500,"1",14
"51",-8.023,1.94,"11463",1,500,"-1",13
"52",-0.623,2.232,"11463",1,500,"1",13
"53",0.488,1.634,"11463",1,500,"-1",11
"54",6.393,1.682,"11463",1,500,"1",11
"55",-5.217,3.733,"11463",1,500,"-1",10
"56",5.87,3.493,"11463",1,500,"1",10
"57",-2.196,1.666,"11463",1,500,"-1",9
"58",3.501,1.881,"11463",1,500,"1",9
"59",-4.208,1.187,"11463",1,500,"-1",8
"60",3.561,2.564,"11463",1,500,"1",8
"61",0.724,0.612,"11463",1,500,"-1",7
"62",1.62,3.139,"11463",1,500,"1",7
"63",-1.279,3.159,"11463",1,500,"-1",6
"64",10.321,2.61,"11463",1,500,"1",6
"65",-3.261,0.625,"11463",1,500,"-1",5
"66",-0.09,1.329,"11463",1,500,"1",5
"67",-3.509,2.177,"11463",1,500,"-1",3
"68",2.477,2.398,"11463",1,500,"1",3
"69",0.428,1.52,"11463",1,500,"-1",2
"70",6.352,1.648,"11463",1,500,"1",2
"71",-2.669,4.812,"11463",1,500,"-1",1
"72",-2.639,1.231,"11463",1,500,"1",1
