"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.934941490616651,0.0650585093833496,0.0986779096137555,0.901322090386244,"11240",1,20,"sign"
"2",0.817014446227929,0.182985553772071,0.175485857225322,0.824514142774678,"11240",1,20,"gaussian"
"3",0.937203598585023,0.0627964014149767,0.0922412181268642,0.907758781873136,"11240",2,20,"sign"
"4",0.83294930875576,0.16705069124424,0.166093928980527,0.833906071019473,"11240",2,20,"gaussian"
"5",0.903607719743411,0.0963922802565889,0.0573161043540077,0.942683895645992,"11240",3,20,"sign"
"6",0.787985865724382,0.212014134275618,0.191082802547771,0.808917197452229,"11240",3,20,"gaussian"
"7",0.944641740272445,0.0553582597275553,0.160571785023168,0.839428214976832,"11240",4,20,"sign"
"8",0.78698224852071,0.21301775147929,0.17910447761194,0.82089552238806,"11240",4,20,"gaussian"
"9",0.885421768540354,0.114578231459646,0.0916264301278402,0.90837356987216,"11240",5,20,"sign"
"10",0.828282828282828,0.171717171717172,0.16504854368932,0.83495145631068,"11240",5,20,"gaussian"
"11",0.904149117259763,0.0958508827402369,0.0856547474734912,0.914345252526509,"11240",6,20,"sign"
"12",0.797202797202797,0.202797202797203,0.24390243902439,0.75609756097561,"11240",6,20,"gaussian"
