"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-0.967,2.591,"11432",1,500,"-1",29
"2",5.03,1.402,"11432",1,500,"1",29
"3",-5.591,1.443,"11432",1,500,"-1",28
"4",0.169,1.395,"11432",1,500,"1",28
"5",-1.334,3.525,"11432",1,500,"-1",27
"6",-1.251,0.799,"11432",1,500,"1",27
"7",-3.678,2.227,"11432",1,500,"-1",26
"8",2.094,1.076,"11432",1,500,"1",26
"9",-0.826,0.543,"11432",1,500,"-1",25
"10",-0.78,1.824,"11432",1,500,"1",25
"11",-0.637,1.557,"11432",1,500,"-1",24
"12",3.07,0.986,"11432",1,500,"1",24
"13",-0.632,2.152,"11432",1,500,"-1",23
"14",4.213,1.487,"11432",1,500,"1",23
"15",-3.802,2.271,"11432",1,500,"-1",22
"16",3.65,3.102,"11432",1,500,"1",22
"17",-4.92,2.251,"11432",1,500,"-1",21
"18",2.011,3.072,"11432",1,500,"1",21
"19",-3.592,3.592,"11432",1,500,"-1",20
"20",3.353,2.19,"11432",1,500,"1",20
"21",-2.24,2.893,"11432",1,500,"-1",19
"22",5.894,1.59,"11432",1,500,"1",19
"23",-8.665,0.934,"11432",1,500,"-1",18
"24",-2.723,1.821,"11432",1,500,"1",18
"25",1.216,1.541,"11432",1,500,"-1",17
"26",3.485,5.242,"11432",1,500,"1",17
"27",-5.925,2.576,"11432",1,500,"-1",16
"28",1.514,1.701,"11432",1,500,"1",16
"29",-5.269,2.022,"11432",1,500,"-1",13
"30",-0.221,1.741,"11432",1,500,"1",13
"31",-5.457,0.763,"11432",1,500,"-1",12
"32",-0.032,2.469,"11432",1,500,"1",12
"33",-1.613,1.311,"11432",1,500,"-1",11
"34",2.636,1.5,"11432",1,500,"1",11
"35",-8.086,2.401,"11432",1,500,"-1",10
"36",1.728,3.297,"11432",1,500,"1",10
"37",-6.019,2.092,"11432",1,500,"-1",9
"38",0.373,1.351,"11432",1,500,"1",9
"39",-1.515,2.71,"11432",1,500,"-1",8
"40",5.272,3.231,"11432",1,500,"1",8
"41",-6.712,2.323,"11432",1,500,"-1",7
"42",3.782,4.119,"11432",1,500,"1",7
"43",-1.242,2.679,"11432",1,500,"-1",6
"44",6.228,1.06,"11432",1,500,"1",6
"45",-1.189,6.511,"11432",1,500,"-1",5
"46",3.162,1.939,"11432",1,500,"1",5
"47",3.499,1.854,"11432",1,500,"-1",4
"48",9.334,0.903,"11432",1,500,"1",4
"49",-1.59,4.728,"11432",1,500,"-1",3
"50",2.259,1.631,"11432",1,500,"1",3
"51",-3.252,4.022,"11432",1,500,"-1",2
"52",7.813,1.41,"11432",1,500,"1",2
"53",-6.165,2.8,"11432",1,500,"-1",1
"54",1.577,1.471,"11432",1,500,"1",1
