"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-5.492,1.654,"11373",1,500,"-1",48
"2",0.459,2.789,"11373",1,500,"1",48
"3",-2.797,1.486,"11373",1,500,"-1",47
"4",1.172,1.242,"11373",1,500,"1",47
"5",-0.817,3.083,"11373",1,500,"-1",46
"6",6.189,1.593,"11373",1,500,"1",46
"7",0.229,1.85,"11373",1,500,"-1",45
"8",5.697,1.723,"11373",1,500,"1",45
"9",-3.032,1.929,"11373",1,500,"-1",43
"10",3.011,2.765,"11373",1,500,"1",43
"11",-5.382,1.984,"11373",1,500,"-1",42
"12",0.367,2.428,"11373",1,500,"1",42
"13",-6.304,3.455,"11373",1,500,"-1",41
"14",1.679,2.97,"11373",1,500,"1",41
"15",-3.612,1.401,"11373",1,500,"-1",40
"16",-0.319,0.472,"11373",1,500,"1",40
"17",-3.186,1.732,"11373",1,500,"-1",39
"18",1.739,1.324,"11373",1,500,"1",39
"19",-2.071,1.291,"11373",1,500,"-1",38
"20",1.077,1.589,"11373",1,500,"1",38
"21",-4.631,1.199,"11373",1,500,"-1",35
"22",-0.581,1.241,"11373",1,500,"1",35
"23",-3.032,0.502,"11373",1,500,"-1",34
"24",-0.006,1.185,"11373",1,500,"1",34
"25",-3.756,3.08,"11373",1,500,"-1",33
"26",3.375,2.288,"11373",1,500,"1",33
"27",-0.708,1.447,"11373",1,500,"-1",32
"28",3.727,1.134,"11373",1,500,"1",32
"29",-4.674,1.197,"11373",1,500,"-1",30
"30",1.59,2.344,"11373",1,500,"1",30
"31",1.454,1.951,"11373",1,500,"-1",28
"32",6.389,0.844,"11373",1,500,"1",28
"33",-0.704,0.992,"11373",1,500,"-1",27
"34",3.175,1.119,"11373",1,500,"1",27
"35",-3.356,1.132,"11373",1,500,"-1",26
"36",-0.035,0.417,"11373",1,500,"1",26
"37",-6.07,1.705,"11373",1,500,"-1",25
"38",-0.199,2.379,"11373",1,500,"1",25
"39",-0.897,2.395,"11373",1,500,"-1",24
"40",6.443,1.473,"11373",1,500,"1",24
"41",-5.079,1.767,"11373",1,500,"-1",23
"42",1.306,3.382,"11373",1,500,"1",23
"43",-0.732,0.541,"11373",1,500,"-1",22
"44",-0.601,3.121,"11373",1,500,"1",22
"45",-0.727,2.257,"11373",1,500,"-1",21
"46",5.957,0.685,"11373",1,500,"1",21
"47",0.995,2.562,"11373",1,500,"-1",20
"48",8.862,2.057,"11373",1,500,"1",20
"49",1.21,1.808,"11373",1,500,"-1",18
"50",7.951,2.246,"11373",1,500,"1",18
"51",-7.656,1.771,"11373",1,500,"-1",17
"52",0.652,3.419,"11373",1,500,"1",17
"53",-4.126,3.548,"11373",1,500,"-1",16
"54",4.31,3.095,"11373",1,500,"1",16
"55",-1.317,0.997,"11373",1,500,"-1",15
"56",0.999,0.849,"11373",1,500,"1",15
"57",-5.68,2.894,"11373",1,500,"-1",14
"58",4.177,3.405,"11373",1,500,"1",14
"59",-3.38,2.21,"11373",1,500,"-1",13
"60",4.487,2.103,"11373",1,500,"1",13
"61",0.471,0.667,"11373",1,500,"-1",12
"62",0.707,0,"11373",1,500,"1",12
"63",-6.875,1.561,"11373",1,500,"-1",11
"64",0.645,3.376,"11373",1,500,"1",11
"65",-0.716,0.807,"11373",1,500,"-1",10
"66",0.368,3.613,"11373",1,500,"1",10
"67",-0.913,2.837,"11373",1,500,"-1",8
"68",9.175,2.537,"11373",1,500,"1",8
"69",-2.373,5.394,"11373",1,500,"-1",7
"70",0.814,1.434,"11373",1,500,"1",7
"71",-4.125,0.659,"11373",1,500,"-1",6
"72",-1.665,0.835,"11373",1,500,"1",6
"73",-2.826,2.148,"11373",1,500,"-1",5
"74",5.069,3.012,"11373",1,500,"1",5
"75",1.854,1.152,"11373",1,500,"-1",4
"76",5.195,0.842,"11373",1,500,"1",4
"77",-1.733,1.66,"11373",1,500,"-1",3
"78",3.867,0.54,"11373",1,500,"1",3
"79",-1.571,1.941,"11373",1,500,"-1",2
"80",3.151,1.304,"11373",1,500,"1",2
"81",-0.939,1.013,"11373",1,500,"-1",1
"82",2.041,1.068,"11373",1,500,"1",1
