"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-2.693,0.457,"11312",1,500,"-1",21
"2",0.134,1.331,"11312",1,500,"1",21
"3",-0.461,0.658,"11312",1,500,"-1",20
"4",1.733,0.764,"11312",1,500,"1",20
"5",-6.463,2.51,"11312",1,500,"-1",19
"6",1.557,3.189,"11312",1,500,"1",19
"7",-4.04,1.841,"11312",1,500,"-1",18
"8",2.044,2,"11312",1,500,"1",18
"9",-3.335,0.884,"11312",1,500,"-1",17
"10",0.002,1.397,"11312",1,500,"1",17
"11",-1.429,2.4,"11312",1,500,"-1",16
"12",4.803,1.587,"11312",1,500,"1",16
"13",-2.295,1.815,"11312",1,500,"-1",15
"14",4.45,1.753,"11312",1,500,"1",15
"15",-0.344,1.488,"11312",1,500,"-1",14
"16",3.32,0.635,"11312",1,500,"1",14
"17",-3.098,0.937,"11312",1,500,"-1",13
"18",2.843,3.283,"11312",1,500,"1",13
"19",-0.137,1.196,"11312",1,500,"-1",12
"20",-0.12,4.225,"11312",1,500,"1",12
"21",-4.825,1.597,"11312",1,500,"-1",11
"22",0.735,1.634,"11312",1,500,"1",11
"23",-0.486,1.579,"11312",1,500,"-1",10
"24",5.69,2.017,"11312",1,500,"1",10
"25",-1.647,4.336,"11312",1,500,"-1",9
"26",7.965,2.636,"11312",1,500,"1",9
"27",-1.212,0.341,"11312",1,500,"-1",8
"28",-0.022,0.515,"11312",1,500,"1",8
"29",-0.739,2.053,"11312",1,500,"-1",7
"30",6.195,1.347,"11312",1,500,"1",7
"31",-0.544,5.544,"11312",1,500,"-1",6
"32",0.585,1.423,"11312",1,500,"1",6
"33",-5.483,1.994,"11312",1,500,"-1",5
"34",1.043,1.45,"11312",1,500,"1",5
"35",-4.836,2.264,"11312",1,500,"-1",4
"36",2.835,2.44,"11312",1,500,"1",4
"37",-1.467,3.269,"11312",1,500,"-1",3
"38",2.064,1.082,"11312",1,500,"1",3
"39",-2.55,4.128,"11312",1,500,"-1",2
"40",6.619,3.74,"11312",1,500,"1",2
"41",-3.512,2.369,"11312",1,500,"-1",1
"42",2.257,2.176,"11312",1,500,"1",1
