"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.930818635909857,0.0691813640901432,0.093612322225464,0.906387677774536,"10025",1,20,"sign"
"2",0.793650793650794,0.206349206349206,0.185222001325381,0.814777998674619,"10025",1,20,"gaussian"
"3",0.956986649055273,0.0430133509447269,0.109307594377257,0.890692405622743,"10025",2,20,"sign"
"4",0.789017341040462,0.210982658959538,0.188265635074146,0.811734364925854,"10025",2,20,"gaussian"
"5",0.914039117312842,0.0859608826871581,0.116393494909515,0.883606505090485,"10025",3,20,"sign"
"6",0.8,0.2,0.174377224199288,0.825622775800712,"10025",3,20,"gaussian"
"7",0.884854766616905,0.115145233383095,0.0789247070269726,0.921075292973027,"10025",4,20,"sign"
"8",0.863636363636364,0.136363636363636,0.139072847682119,0.860927152317881,"10025",4,20,"gaussian"
"9",0.952022408816568,0.0479775911834315,0.15053189664882,0.84946810335118,"10025",5,20,"sign"
"10",0.803921568627451,0.196078431372549,0.171428571428571,0.828571428571429,"10025",5,20,"gaussian"
