"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-4.382,0.995,"10998",1,500,"-1",115
"2",-0.2,1.447,"10998",1,500,"1",115
"3",-1.542,0.922,"10998",1,500,"-1",113
"4",0.763,0.968,"10998",1,500,"1",113
"5",-1.034,1.761,"10998",1,500,"-1",112
"6",4.106,1.679,"10998",1,500,"1",112
"7",-3.314,1.389,"10998",1,500,"-1",111
"8",0.574,1.457,"10998",1,500,"1",111
"9",-0.821,1.623,"10998",1,500,"-1",110
"10",3.114,1.384,"10998",1,500,"1",110
"11",1.159,1.853,"10998",1,500,"-1",109
"12",8.271,1.559,"10998",1,500,"1",109
"13",-2.532,0.8,"10998",1,500,"-1",108
"14",1.123,0.816,"10998",1,500,"1",108
"15",-2.234,2.921,"10998",1,500,"-1",107
"16",5.05,1.936,"10998",1,500,"1",107
"17",-0.245,2.645,"10998",1,500,"-1",106
"18",7.26,1.894,"10998",1,500,"1",106
"19",-6.094,2.375,"10998",1,500,"-1",105
"20",1.991,3.433,"10998",1,500,"1",105
"21",-1.804,1.254,"10998",1,500,"-1",104
"22",1.94,1.367,"10998",1,500,"1",104
"23",-3.723,3.106,"10998",1,500,"-1",103
"24",3.312,2.5,"10998",1,500,"1",103
"25",0.81,0.861,"10998",1,500,"-1",102
"26",3.282,1.032,"10998",1,500,"1",102
"27",-3.225,1.197,"10998",1,500,"-1",101
"28",1.774,2.234,"10998",1,500,"1",101
"29",-2.811,2.369,"10998",1,500,"-1",100
"30",3,0,"10998",1,500,"1",100
"31",0.864,0.857,"10998",1,500,"-1",99
"32",4.437,1.348,"10998",1,500,"1",99
"33",-1.215,6.439,"10998",1,500,"-1",98
"34",1.099,1.156,"10998",1,500,"1",98
"35",1.669,0.884,"10998",1,500,"-1",97
"36",5.31,0.856,"10998",1,500,"1",97
"37",-3.377,3.336,"10998",1,500,"-1",96
"38",5.088,2.333,"10998",1,500,"1",96
"39",-5.954,2.336,"10998",1,500,"-1",95
"40",2.208,3.122,"10998",1,500,"1",95
"41",-4.381,2.724,"10998",1,500,"-1",93
"42",4.796,2.364,"10998",1,500,"1",93
"43",-2.065,2.349,"10998",1,500,"-1",92
"44",4.854,1.322,"10998",1,500,"1",92
"45",-0.58,2.117,"10998",1,500,"-1",91
"46",4.964,1.466,"10998",1,500,"1",91
"47",-0.631,1.9,"10998",1,500,"-1",90
"48",5.263,2.102,"10998",1,500,"1",90
"49",-0.339,1.751,"10998",1,500,"-1",89
"50",4.4,1.37,"10998",1,500,"1",89
"51",-0.232,0.877,"10998",1,500,"-1",88
